name,area,deq,group
koewat_2_0181_RGB Trans.tiff,6112.89,88.22,ko
koewat_2_0181_RGB Trans.tiff,603.12,27.71,ko
koewat_2_0181_RGB Trans.tiff,3971.88,71.11,ko
koewat_2_0181_RGB Trans.tiff,3089.84,62.72,ko
koewat_2_0181_RGB Trans.tiff,3112.89,62.96,ko
koewat_2_0181_RGB Trans.tiff,2071.48,51.36,ko
koewat_2_0181_RGB Trans.tiff,760.94,31.13,ko
koewat_2_0181_RGB Trans.tiff,5895.31,86.64,ko
koewat_2_0181_RGB Trans.tiff,1955.47,49.9,ko
koewat_2_0181_RGB Trans.tiff,1344.92,41.38,ko
koewat_2_0181_RGB Trans.tiff,650.39,28.78,ko
koewat_2_0181_RGB Trans.tiff,6159.77,88.56,ko
koewat_2_0181_RGB Trans.tiff,1578.12,44.83,ko
koewat_2_0181_RGB Trans.tiff,7459.77,97.46,ko
koewat_2_0181_RGB Trans.tiff,643.75,28.63,ko
koewat_2_0181_RGB Trans.tiff,2518.36,56.63,ko
koewat_2_0181_RGB Trans.tiff,1705.47,46.6,ko
koewat_2_0181_RGB Trans.tiff,7999.61,100.92,ko
koewat_2_0181_RGB Trans.tiff,5945.7,87.01,ko
koewat_2_0181_RGB Trans.tiff,952.73,34.83,ko
koewat_2_0181_RGB Trans.tiff,831.64,32.54,ko
koewat_2_0181_RGB Trans.tiff,617.58,28.04,ko
koewat_2_0181_RGB Trans.tiff,8740.23,105.49,ko
koewat_2_0181_RGB Trans.tiff,8423.05,103.56,ko
koewat_2_0181_RGB Trans.tiff,2050.78,51.1,ko
koewat_2_0181_RGB Trans.tiff,978.52,35.3,ko
koewat_2_0181_RGB Trans.tiff,2207.42,53.01,ko
koewat_2_0181_RGB Trans.tiff,619.14,28.08,ko
koewat_2_0181_RGB Trans.tiff,4318.75,74.15,ko
koewat_2_0181_RGB Trans.tiff,13400.39,130.62,ko
koewat_2_0181_RGB Trans.tiff,617.97,28.05,ko
koewat_2_0181_RGB Trans.tiff,2105.47,51.78,ko
koewat_2_0181_RGB Trans.tiff,5337.89,82.44,ko
koewat_2_0181_RGB Trans.tiff,980.47,35.33,ko
koewat_2_0181_RGB Trans.tiff,1058.59,36.71,ko
koewat_2_0181_RGB Trans.tiff,1788.28,47.72,ko
koewat_2_0181_RGB Trans.tiff,1370.31,41.77,ko
koewat_2_0181_RGB Trans.tiff,8116.02,101.65,ko
koewat_2_0181_RGB Trans.tiff,2541.02,56.88,ko
koewat_2_0181_RGB Trans.tiff,1607.42,45.24,ko
koewat_2_0181_RGB Trans.tiff,1393.36,42.12,ko
koewat_2_0181_RGB Trans.tiff,9456.64,109.73,ko
koewat_2_0181_RGB Trans.tiff,11207.42,119.46,ko
koewat_2_0181_RGB Trans.tiff,4137.5,72.58,ko
koewat_2_0181_RGB Trans.tiff,912.5,34.09,ko
koewat_2_0181_RGB Trans.tiff,12375.78,125.53,ko
koewat_2_0181_RGB Trans.tiff,3537.5,67.11,ko
koewat_2_0181_RGB Trans.tiff,8687.5,105.17,ko
koewat_2_0181_RGB Trans.tiff,2227.34,53.25,ko
koewat_2_0181_RGB Trans.tiff,2901.95,60.79,ko
koewat_2_0181_RGB Trans.tiff,1812.89,48.04,ko
koewat_2_0181_RGB Trans.tiff,9608.2,110.61,ko
koewat_2_0181_RGB Trans.tiff,3456.25,66.34,ko
koewat_2_0181_RGB Trans.tiff,4276.17,73.79,ko
koewat_2_0181_RGB Trans.tiff,600.78,27.66,ko
koewat_2_0181_RGB Trans.tiff,2330.86,54.48,ko
koewat_2_0181_RGB Trans.tiff,4133.59,72.55,ko
koewat_2_0181_RGB Trans.tiff,2801.95,59.73,ko
koewat_2_0181_RGB Trans.tiff,2176.17,52.64,ko
koewat_2_0181_RGB Trans.tiff,1494.53,43.62,ko
koewat_2_0181_RGB Trans.tiff,7854.3,100,ko
koewat_2_0181_RGB Trans.tiff,2431.64,55.64,ko
koewat_2_0181_RGB Trans.tiff,1484.77,43.48,ko
koewat_2_0181_RGB Trans.tiff,17407.03,148.87,ko
koewat_2_0181_RGB Trans.tiff,3106.25,62.89,ko
koewat_2_0181_RGB Trans.tiff,13182.03,129.55,ko
koewat_2_0181_RGB Trans.tiff,2191.8,52.83,ko
koewat_2_0181_RGB Trans.tiff,1816.02,48.09,ko
koewat_2_0181_RGB Trans.tiff,6852.34,93.41,ko
koewat_2_0181_RGB Trans.tiff,9727.34,111.29,ko
koewat_2_0181_RGB Trans.tiff,1315.62,40.93,ko
koewat_2_0181_RGB Trans.tiff,3896.09,70.43,ko
koewat_2_0181_RGB Trans.tiff,4721.88,77.54,ko
koewat_2_0181_RGB Trans.tiff,15666.02,141.23,ko
koewat_2_0181_RGB Trans.tiff,3802.34,69.58,ko
koewat_2_0181_RGB Trans.tiff,2957.81,61.37,ko
koewat_2_0181_RGB Trans.tiff,1398.05,42.19,ko
koewat_2_0181_RGB Trans.tiff,5532.42,83.93,ko
koewat_2_0181_RGB Trans.tiff,3076.56,62.59,ko
koewat_2_0181_RGB Trans.tiff,1482.42,43.45,ko
koewat_2_0181_RGB Trans.tiff,7629.3,98.56,ko
koewat_2_0181_RGB Trans.tiff,1017.97,36,ko
