mz,intensity,rel.intensity,theo.mass,delta,rdb,comp,sample
637.4628,58209.7,1.94,637.4677,-4.95,1,C33 H68 O8 N P ,kd_nuc_3
638.4664,7637.9,0.26,638.4653,1.04,10,C39 H62 O5 N2 ,kd_nuc_3
638.5714,24637,0.82,638.5718,-0.41,2.5,C39 H76 O5 N ,kd_nuc_3
639.4955,4307.1,0.14,639.4943,1.22,4.5,C36 H67 O7 N2 ,kd_nuc_3
639.5748,9333.7,0.31,639.5796,-4.82,2,C39 H77 O5 N ,kd_nuc_3
640.587,11372.1,0.38,640.5875,-0.44,1.5,C39 H78 O5 N ,kd_nuc_3
641.5904,3592.2,0.12,641.5953,-4.88,1,C39 H79 O5 N ,kd_nuc_3
642.6029,6789.8,0.23,642.6031,-0.24,0.5,C39 H80 O5 N ,kd_nuc_3
643.5268,13872.9,0.46,643.5256,1.23,2.5,C36 H71 O7 N2 ,kd_nuc_3
644.5299,6278.4,0.21,644.5334,-3.51,2,C36 H72 O7 N2 ,kd_nuc_3
644.5608,3997.4,0.13,644.5612,-0.46,5.5,C41 H74 O4 N ,kd_nuc_3
645.5422,6858,0.23,645.5412,1,1.5,C36 H73 O7 N2 ,kd_nuc_3
646.5765,4529.5,0.15,646.5769,-0.43,4.5,C41 H76 O4 N ,kd_nuc_3
647.4584,4585.9,0.15,647.4547,3.68,7.5,C37 H64 O5 N2 P ,kd_nuc_3
647.558,5285.1,0.18,647.5569,1.09,0.5,C36 H75 O7 N2 ,kd_nuc_3
648.6286,14005.8,0.47,648.6011,27.51,-1,C37 H80 O6 N2 ,kd_nuc_3
649.6317,5400.1,0.18,649.6004,31.39,3,C41 H79 O4 N ,kd_nuc_3
650.4751,9965.8,0.33,650.4755,-0.42,1.5,C34 H69 O8 N P ,kd_nuc_3
650.6441,8904.3,0.3,650.6082,35.87,2.5,C41 H80 O4 N ,kd_nuc_3
651.6474,3627.9,0.12,651.616,31.4,2,C41 H81 O4 N ,kd_nuc_3
652.5508,5944.5,0.2,652.5511,-0.3,3.5,C39 H74 O6 N ,kd_nuc_3
654.5664,18387.2,0.61,654.5667,-0.34,2.5,C39 H76 O6 N ,kd_nuc_3
655.5698,7043.5,0.24,655.5663,3.48,2,C39 H78 O4 N P ,kd_nuc_3
656.582,15835,0.53,656.5824,-0.32,1.5,C39 H78 O6 N ,kd_nuc_3
657.5854,4999.5,0.17,657.5819,3.48,1,C39 H80 O4 N P ,kd_nuc_3
658.4414,57057.8,1.91,658.4442,-2.83,4.5,C35 H65 O8 N P ,kd_nuc_3
658.4733,5249.6,0.18,658.4704,2.9,13,C42 H62 O4 N2 ,kd_nuc_3
659.4447,18023.8,0.6,659.4418,2.84,13.5,C41 H59 O5 N2 ,kd_nuc_3
660.5559,5115.8,0.17,660.5562,-0.21,5.5,C41 H74 O5 N ,kd_nuc_3
662.5715,20137.1,0.67,662.5718,-0.27,4.5,C41 H76 O5 N ,kd_nuc_3
663.4533,1000537.4,33.41,663.4497,3.7,7.5,C37 H64 O6 N2 P ,kd_nuc_3
663.5748,6910.2,0.23,663.5796,-4.85,4,C41 H77 O5 N ,kd_nuc_3
664.4568,451875.5,15.09,664.4572,-0.36,11.5,C41 H62 O6 N ,kd_nuc_3
664.5871,4186.2,0.14,664.5875,-0.32,3.5,C41 H78 O5 N ,kd_nuc_3
665.4601,88788.1,2.97,665.4567,3.39,11,C41 H64 O4 N P ,kd_nuc_3
665.5112,5355.9,0.18,665.5099,1.26,5.5,C38 H69 O7 N2 ,kd_nuc_3
666.4634,10902.6,0.36,666.4646,-1.13,10.5,C41 H65 O4 N P ,kd_nuc_3
667.5269,22823,0.76,667.5256,1.29,4.5,C38 H71 O7 N2 ,kd_nuc_3
668.5301,9788.5,0.33,668.5334,-3.33,4,C38 H72 O7 N2 ,kd_nuc_3
669.3339,4882.7,0.16,669.3323,1.58,22.5,C43 H45 O5 N2 ,kd_nuc_3
669.5422,3619.5,0.12,669.5412,0.97,3.5,C38 H73 O7 N2 ,kd_nuc_3
670.6105,7885.4,0.26,670.6218,-11.34,1,C40 H82 O5 N2 ,kd_nuc_3
674.5116,8673.3,0.29,674.5119,-0.28,2.5,C37 H73 O7 N P ,kd_nuc_3
675.5431,19589.6,0.65,675.5432,-0.12,6,C41 H73 O6 N ,kd_nuc_3
676.5463,6635.3,0.22,676.5428,3.46,5.5,C41 H75 O4 N P ,kd_nuc_3
678.4784,12138.1,0.41,678.4814,-2.98,7,C38 H66 O8 N2 ,kd_nuc_3
678.5064,1618386.6,54.05,678.5068,-0.4,1.5,C36 H73 O8 N P ,kd_nuc_3
678.534,5568.3,0.19,678.533,1,10,C43 H70 O4 N2 ,kd_nuc_3
679.5098,629631,21.03,679.5147,-4.81,1,C36 H74 O8 N P ,kd_nuc_3
680.4232,15175.2,0.51,680.4184,4.84,17,C43 H56 O5 N2 ,kd_nuc_3
680.4799,362951.8,12.12,680.4802,-0.28,10.5,C42 H67 O4 N P ,kd_nuc_3
680.5131,105318.9,3.52,680.5123,0.8,10,C42 H68 O5 N2 ,kd_nuc_3
680.582,12175.8,0.41,680.5824,-0.38,3.5,C41 H78 O6 N ,kd_nuc_3
681.4833,161606.5,5.4,681.4837,-0.46,10.5,C41 H65 O6 N2 ,kd_nuc_3
681.5164,11779.3,0.39,681.5174,-1.03,5,C39 H71 O8 N ,kd_nuc_3
681.5852,3875,0.13,681.5819,3.26,3,C41 H80 O4 N P ,kd_nuc_3
682.1789,4179.8,0.14,682.2564,-77.51,20.5,C39 H41 O8 N P ,kd_nuc_3
682.4865,34711.6,1.16,682.4833,3.18,10,C41 H67 O4 N2 P ,kd_nuc_3
682.5976,18272.4,0.61,682.598,-0.45,2.5,C41 H80 O6 N ,kd_nuc_3
683.5009,7519.3,0.25,683.4994,1.49,9.5,C41 H67 O6 N2 ,kd_nuc_3
683.6008,6418.7,0.21,683.5976,3.16,2,C41 H82 O4 N P ,kd_nuc_3
684.5145,9488.2,0.32,684.5115,2.95,8.5,C42 H71 O4 N P ,kd_nuc_3
684.6132,5700,0.19,684.6137,-0.42,1.5,C41 H82 O6 N ,kd_nuc_3
685.4352,76539.8,2.56,685.434,1.22,10.5,C39 H62 O6 N2 P ,kd_nuc_3
685.5176,3906.5,0.13,685.5193,-1.76,8,C42 H72 O4 N P ,kd_nuc_3
686.4386,33069.3,1.1,686.4415,-2.96,14.5,C43 H60 O6 N ,kd_nuc_3
687.4419,6175.9,0.21,687.4411,0.8,14,C43 H62 O4 N P ,kd_nuc_3
689.5588,26731.1,0.89,689.5589,-0.14,6,C42 H75 O6 N ,kd_nuc_3
690.5065,10341.5,0.35,690.5068,-0.3,2.5,C37 H73 O8 N P ,kd_nuc_3
690.5428,15210.2,0.51,690.5432,-0.42,1.5,C38 H77 O7 N P ,kd_nuc_3
690.5621,10536,0.35,690.5585,3.61,5.5,C42 H77 O4 N P ,kd_nuc_3
691.5463,5743.1,0.19,691.551,-4.72,1,C38 H78 O7 N P ,kd_nuc_3
692.522,12500.3,0.42,692.5225,-0.49,1.5,C37 H75 O8 N P ,kd_nuc_3
692.5584,14229.6,0.48,692.5589,-0.47,0.5,C38 H79 O7 N P ,kd_nuc_3
693.5255,4476.4,0.15,693.5303,-4.79,1,C37 H76 O8 N P ,kd_nuc_3
693.5616,4078,0.14,693.5667,-5.06,0,C38 H80 O7 N P ,kd_nuc_3
694.4956,9237.2,0.31,694.4959,-0.29,10.5,C43 H69 O4 N P ,kd_nuc_3
697.3652,9991.3,0.33,697.3636,1.64,22.5,C45 H49 O5 N2 ,kd_nuc_3
700.4885,341408.1,11.4,700.4912,-2.67,4.5,C38 H71 O8 N P ,kd_nuc_3
700.5271,13070,0.44,700.5276,-0.42,3.5,C39 H75 O7 N P ,kd_nuc_3
700.5722,4144.2,0.14,700.5722,-0.02,2.5,C40 H78 O8 N ,kd_nuc_3
701.1922,4098.2,0.14,701.2537,-61.45,24,C42 H40 O7 N P ,kd_nuc_3
701.4091,14660.6,0.49,701.4078,1.3,15.5,C42 H58 O5 N2 P ,kd_nuc_3
701.4918,124576.5,4.16,701.4888,3,13.5,C44 H65 O5 N2 ,kd_nuc_3
701.5314,3791.2,0.13,701.5354,-3.95,3,C39 H76 O7 N P ,kd_nuc_3
701.5588,87901.1,2.94,701.5589,-0.06,7,C43 H75 O6 N ,kd_nuc_3
702.4125,6806.8,0.23,702.4129,-0.41,10.5,C39 H61 O8 N P ,kd_nuc_3
702.495,19104.5,0.64,702.4943,0.79,4,C37 H71 O8 N2 P ,kd_nuc_3
702.5428,32905.7,1.1,702.5432,-0.41,2.5,C39 H77 O7 N P ,kd_nuc_3
702.5621,37868.1,1.26,702.5585,3.58,6.5,C43 H77 O4 N P ,kd_nuc_3
703.546,12470.8,0.42,703.551,-5.06,2,C39 H78 O7 N P ,kd_nuc_3
703.5745,1203221.1,40.18,703.5745,-0.01,6,C43 H77 O6 N ,kd_nuc_3
704.5222,117300,3.92,704.5225,-0.33,2.5,C38 H75 O8 N P ,kd_nuc_3
704.5585,25596.6,0.85,704.5589,-0.37,1.5,C39 H79 O7 N P ,kd_nuc_3
704.578,503514.6,16.81,704.5741,3.84,5.5,C43 H79 O4 N P ,kd_nuc_3
705.5254,45190.7,1.51,705.5303,-4.88,2,C38 H76 O8 N P ,kd_nuc_3
705.5617,8086.7,0.27,705.5667,-5,1,C39 H80 O7 N P ,kd_nuc_3
705.5813,88013.9,2.94,705.5819,-0.68,5,C43 H80 O4 N P ,kd_nuc_3
705.5898,77933.3,2.6,705.5902,-0.39,5,C43 H79 O6 N ,kd_nuc_3
706.5379,361348,12.07,706.5381,-0.28,1.5,C38 H77 O8 N P ,kd_nuc_3
706.5742,8234.6,0.27,706.5745,-0.27,0.5,C39 H81 O7 N P ,kd_nuc_3
706.5849,8574.8,0.29,706.5854,-0.59,5,C42 H78 O6 N2 ,kd_nuc_3
706.5932,31350.7,1.05,706.5898,3.42,4.5,C43 H81 O4 N P ,kd_nuc_3
707.5411,140488,4.69,707.546,-4.81,1,C38 H78 O8 N P ,kd_nuc_3
708.4888,5313.6,0.18,708.4861,2.76,16,C46 H64 O4 N2 ,kd_nuc_3
708.511,11069.1,0.37,708.5115,-0.5,10.5,C44 H71 O4 N P ,kd_nuc_3
708.5444,26037.6,0.87,708.5436,0.86,10,C44 H72 O5 N2 ,kd_nuc_3
708.6132,8484.8,0.28,708.6137,-0.42,3.5,C43 H82 O6 N ,kd_nuc_3
709.5147,4495.9,0.15,709.515,-0.32,10.5,C43 H69 O6 N2 ,kd_nuc_3
709.5825,11675.9,0.39,709.5851,-2.65,4,C42 H79 O7 N ,kd_nuc_3
710.6289,9194.4,0.31,710.6293,-0.42,2.5,C43 H84 O6 N ,kd_nuc_3
711.5405,5484.1,0.18,711.5432,-2.72,9,C44 H73 O6 N ,kd_nuc_3
712.5266,3840.7,0.13,712.5276,-0.94,4.5,C40 H75 O7 N P ,kd_nuc_3
712.6446,3688.3,0.12,712.645,-0.32,1.5,C43 H86 O6 N ,kd_nuc_3
714.5426,7506.7,0.25,714.5432,-0.59,3.5,C40 H77 O7 N P ,kd_nuc_3
716.4624,30660,1.02,716.465,-2.61,9.5,C41 H67 O7 N P ,kd_nuc_3
716.522,18307.6,0.61,716.5225,-0.45,3.5,C39 H75 O8 N P ,kd_nuc_3
716.5585,109534.4,3.66,716.5589,-0.34,2.5,C40 H79 O7 N P ,kd_nuc_3
717.4667,8103,0.27,717.4626,4.09,18.5,C47 H61 O4 N2 ,kd_nuc_3
717.5253,7769.5,0.26,717.5303,-5.05,3,C39 H76 O8 N P ,kd_nuc_3
717.5618,47175.9,1.58,717.5667,-4.91,2,C40 H80 O7 N P ,kd_nuc_3
717.5902,21734.6,0.73,717.5902,0,6,C44 H79 O6 N ,kd_nuc_3
718.5378,111704.9,3.73,718.5381,-0.3,2.5,C39 H77 O8 N P ,kd_nuc_3
718.5742,227154.2,7.59,718.5745,-0.29,1.5,C40 H81 O7 N P ,kd_nuc_3
718.5934,7375.1,0.25,718.5898,3.62,5.5,C44 H81 O4 N P ,kd_nuc_3
719.5411,45679.3,1.53,719.546,-4.81,2,C39 H78 O8 N P ,kd_nuc_3
719.5774,93217.2,3.11,719.5823,-4.95,1,C40 H82 O7 N P ,kd_nuc_3
720.5535,125077,4.18,720.5538,-0.26,1.5,C39 H79 O8 N P ,kd_nuc_3
720.5813,15974.7,0.53,720.58,1.31,10,C46 H76 O4 N2 ,kd_nuc_3
720.5898,56764,1.9,720.5902,-0.4,0.5,C40 H83 O7 N P ,kd_nuc_3
721.5064,10351.9,0.35,721.5065,-0.04,16,C48 H67 O4 N ,kd_nuc_3
721.5568,50860.2,1.7,721.5616,-4.83,1,C39 H80 O8 N P ,kd_nuc_3
721.5931,23040.3,0.77,721.598,-4.91,0,C40 H84 O7 N P ,kd_nuc_3
722.5114,25334.5,0.85,722.5119,-0.53,6.5,C41 H73 O7 N P ,kd_nuc_3
722.5602,9553.2,0.32,722.5592,0.97,10,C45 H74 O5 N2 ,kd_nuc_3
723.5149,10272.8,0.34,723.5197,-4.87,6,C41 H74 O7 N P ,kd_nuc_3
723.541,20903.2,0.7,723.5432,-2.23,10,C45 H73 O6 N ,kd_nuc_3
724.5274,186747.7,6.24,724.5276,-0.21,5.5,C41 H75 O7 N P ,kd_nuc_3
724.5439,7700.7,0.26,724.5428,1.04,9.5,C45 H75 O4 N P ,kd_nuc_3
725.3965,9951.5,0.33,725.3949,1.55,22.5,C47 H53 O5 N2 ,kd_nuc_3
725.5307,81656.1,2.73,725.5354,-4.67,5,C41 H76 O7 N P ,kd_nuc_3
725.5567,234227.8,7.82,725.5589,-2.15,9,C45 H75 O6 N ,kd_nuc_3
726.5041,20886.8,0.7,726.5068,-2.76,5.5,C40 H73 O8 N P ,kd_nuc_3
726.5429,52540,1.75,726.5432,-0.36,4.5,C41 H77 O7 N P ,kd_nuc_3
726.56,95169,3.18,726.5585,1.54,8.5,C45 H77 O4 N P ,kd_nuc_3
727.5072,7806.4,0.26,727.5044,2.76,14.5,C46 H67 O5 N2 ,kd_nuc_3
727.5463,21300.1,0.71,727.551,-4.73,4,C41 H78 O7 N P ,kd_nuc_3
727.5634,17173.1,0.57,727.562,1.43,8.5,C44 H75 O6 N2 ,kd_nuc_3
727.5718,16619.5,0.55,727.5745,-2.72,8,C45 H77 O6 N ,kd_nuc_3
728.5201,63856.7,2.13,728.5225,-2.43,4.5,C40 H75 O8 N P ,kd_nuc_3
728.5586,25012.5,0.84,728.5589,-0.31,3.5,C41 H79 O7 N P ,kd_nuc_3
728.5752,6831.5,0.23,728.5741,1.07,7.5,C45 H79 O4 N P ,kd_nuc_3
729.5232,26161.1,0.87,729.5201,3.07,13.5,C46 H69 O5 N2 ,kd_nuc_3
729.5619,11624.3,0.39,729.5667,-4.78,3,C41 H80 O7 N P ,kd_nuc_3
729.5901,43112.6,1.44,729.5902,-0.06,7,C45 H79 O6 N ,kd_nuc_3
730.5379,377079.2,12.59,730.5381,-0.19,3.5,C40 H77 O8 N P ,kd_nuc_3
730.574,21008.6,0.7,730.5745,-0.49,2.5,C41 H81 O7 N P ,kd_nuc_3
730.5936,16804.9,0.56,730.5898,3.78,6.5,C45 H81 O4 N P ,kd_nuc_3
731.5412,152034.5,5.08,731.546,-4.72,3,C40 H78 O8 N P ,kd_nuc_3
731.5775,9666.4,0.32,731.5823,-4.87,2,C41 H82 O7 N P ,kd_nuc_3
731.6059,175937.1,5.88,731.6058,0.1,6,C45 H81 O6 N ,kd_nuc_3
732.5225,10127.7,0.34,732.5201,2.42,8,C42 H73 O6 N2 P ,kd_nuc_3
732.5312,4427.8,0.15,732.5327,-1.4,7.5,C43 H75 O6 N P ,kd_nuc_3
732.5355,5670.3,0.19,732.5327,2.89,7.5,C43 H75 O6 N P ,kd_nuc_3
732.5534,2563366.8,85.6,732.5538,-0.36,2.5,C40 H79 O8 N P ,kd_nuc_3
732.5758,6103.6,0.2,732.5773,-1.44,6.5,C44 H78 O7 N ,kd_nuc_3
732.5892,21038.9,0.7,732.5902,-0.95,1.5,C41 H83 O7 N P ,kd_nuc_3
732.6089,69963.2,2.34,732.6054,3.51,5.5,C45 H83 O4 N P ,kd_nuc_3
733.5569,1129405.5,37.72,733.5616,-4.7,2,C40 H80 O8 N P ,kd_nuc_3
733.5925,8291.4,0.28,733.5878,4.76,10.5,C47 H77 O4 N2 ,kd_nuc_3
733.6126,13169.8,0.44,733.6132,-0.6,5,C45 H84 O4 N P ,kd_nuc_3
734.5381,3994.7,0.13,734.5357,2.34,7,C42 H75 O6 N2 P ,kd_nuc_3
734.5513,4496.7,0.15,734.5483,2.96,6.5,C43 H77 O6 N P ,kd_nuc_3
734.5689,1259821,42.07,734.5694,-0.55,1.5,C40 H81 O8 N P ,kd_nuc_3
734.6004,4034.4,0.13,734.5956,4.83,10,C47 H78 O4 N2 ,kd_nuc_3
735.5725,536565.8,17.92,735.5773,-4.71,1,C40 H82 O8 N P ,kd_nuc_3
736.5266,3971.8,0.13,736.5276,-0.96,6.5,C42 H75 O7 N P ,kd_nuc_3
736.5424,20476.4,0.68,736.5428,-0.47,10.5,C46 H75 O4 N P ,kd_nuc_3
736.5758,101520,3.39,736.5749,0.91,10,C46 H76 O5 N2 ,kd_nuc_3
736.6446,8967.5,0.3,736.645,-0.35,3.5,C45 H86 O6 N ,kd_nuc_3
737.5455,10789.2,0.36,737.5463,-0.78,10.5,C45 H73 O6 N2 ,kd_nuc_3
737.5788,14018.2,0.47,737.58,-1.19,5,C43 H79 O8 N ,kd_nuc_3
738.5059,9888,0.33,738.5068,-0.93,6.5,C41 H73 O8 N P ,kd_nuc_3
738.522,5614.5,0.19,738.5221,-0.06,10.5,C45 H73 O5 N P ,kd_nuc_3
738.5414,23166.8,0.77,738.5432,-1.78,5.5,C42 H77 O7 N P ,kd_nuc_3
738.5615,15726.4,0.53,738.5585,3.01,9.5,C46 H77 O4 N P ,kd_nuc_3
738.6603,14966.7,0.5,738.6606,-0.36,2.5,C45 H88 O6 N ,kd_nuc_3
739.5447,8844,0.3,739.5408,3.83,14.5,C48 H71 O4 N2 ,kd_nuc_3
739.5654,6266.9,0.21,739.5663,-0.94,9,C46 H78 O4 N P ,kd_nuc_3
739.6636,9497,0.32,739.6602,3.42,2,C45 H90 O4 N P ,kd_nuc_3
740.5212,32350.2,1.08,740.5225,-1.27,5.5,C41 H75 O8 N P ,kd_nuc_3
740.5564,42784.3,1.43,740.5589,-2.51,4.5,C42 H79 O7 N P ,kd_nuc_3
740.5769,8398.6,0.28,740.5741,2.75,8.5,C46 H79 O4 N P ,kd_nuc_3
740.6764,9765.8,0.33,740.6763,0.11,1.5,C45 H90 O6 N ,kd_nuc_3
741.5234,11589,0.39,741.5201,3.33,14.5,C47 H69 O5 N2 ,kd_nuc_3
741.5324,8768.3,0.29,741.5327,-0.3,14,C48 H71 O5 N ,kd_nuc_3
741.5592,17643.7,0.59,741.5565,2.75,13.5,C48 H73 O4 N2 ,kd_nuc_3
741.6794,6284.8,0.21,741.6758,3.53,1,C45 H92 O4 N P ,kd_nuc_3
742.5357,24698.5,0.82,742.5381,-2.46,4.5,C41 H77 O8 N P ,kd_nuc_3
742.5741,41937.8,1.4,742.5745,-0.42,3.5,C42 H81 O7 N P ,kd_nuc_3
743.5391,9004.3,0.3,743.5357,3.37,13.5,C47 H71 O5 N2 ,kd_nuc_3
743.5774,17821.4,0.6,743.5823,-4.92,3,C42 H82 O7 N P ,kd_nuc_3
744.4937,13244.3,0.44,744.4963,-2.53,9.5,C43 H71 O7 N P ,kd_nuc_3
744.5534,71638.8,2.39,744.5538,-0.35,3.5,C41 H79 O8 N P ,kd_nuc_3
744.5898,120877,4.04,744.5902,-0.35,2.5,C42 H83 O7 N P ,kd_nuc_3
745.497,4256.9,0.14,745.4939,3.15,18.5,C49 H65 O4 N2 ,kd_nuc_3
745.5059,5658.7,0.19,745.5065,-0.53,18,C50 H67 O4 N ,kd_nuc_3
745.5567,31251.3,1.04,745.5616,-4.91,3,C41 H80 O8 N P ,kd_nuc_3
745.5931,50714.9,1.69,745.598,-4.89,2,C42 H84 O7 N P ,kd_nuc_3
746.5093,60627.6,2.02,746.5119,-2.61,8.5,C43 H73 O7 N P ,kd_nuc_3
746.5692,224562.8,7.5,746.5694,-0.26,2.5,C41 H81 O8 N P ,kd_nuc_3
746.6055,223748.1,7.47,746.6058,-0.34,1.5,C42 H85 O7 N P ,kd_nuc_3
747.5125,24251.5,0.81,747.5095,3.01,17.5,C49 H67 O4 N2 ,kd_nuc_3
747.5389,5147.3,0.17,747.535,3.88,12,C47 H74 O4 N P ,kd_nuc_3
747.5724,92306.8,3.08,747.5773,-4.82,2,C41 H82 O8 N P ,kd_nuc_3
747.6088,97862.1,3.27,747.6136,-4.83,1,C42 H86 O7 N P ,kd_nuc_3
748.527,47015,1.57,748.5276,-0.54,7.5,C43 H75 O7 N P ,kd_nuc_3
748.5417,4086.4,0.14,748.5428,-1.14,11.5,C47 H75 O4 N P ,kd_nuc_3
748.5845,50768.7,1.7,748.5851,-0.59,1.5,C41 H83 O8 N P ,kd_nuc_3
748.6123,19428.5,0.65,748.6113,1,10,C48 H80 O4 N2 ,kd_nuc_3
748.6195,11774.5,0.39,748.6215,-1.98,0.5,C42 H87 O7 N P ,kd_nuc_3
749.5304,20236.1,0.68,749.5354,-4.98,7,C43 H76 O7 N P ,kd_nuc_3
749.588,23305,0.78,749.5929,-4.9,1,C41 H84 O8 N P ,kd_nuc_3
749.6243,4523.5,0.15,749.6293,-5.03,0,C42 H88 O7 N P ,kd_nuc_3
750.5429,184266.5,6.15,750.5432,-0.31,6.5,C43 H77 O7 N P ,kd_nuc_3
751.5329,3775.4,0.13,751.5299,2.95,11,C46 H74 O5 N P ,kd_nuc_3
751.5463,81741.5,2.73,751.551,-4.79,6,C43 H78 O7 N P ,kd_nuc_3
751.572,7267.6,0.24,751.5745,-2.5,10,C47 H77 O6 N ,kd_nuc_3
752.5199,65784.3,2.2,752.5225,-2.63,6.5,C42 H75 O8 N P ,kd_nuc_3
752.5585,153074.6,5.11,752.5589,-0.37,5.5,C43 H79 O7 N P ,kd_nuc_3
752.6765,4836.6,0.16,752.6763,0.26,2.5,C46 H90 O6 N ,kd_nuc_3
753.4278,9415.8,0.31,753.4262,1.6,22.5,C49 H57 O5 N2 ,kd_nuc_3
753.5232,27029.1,0.9,753.5201,3.08,15.5,C48 H69 O5 N2 ,kd_nuc_3
753.5618,67712.2,2.26,753.5667,-4.85,5,C43 H80 O7 N P ,kd_nuc_3
753.5878,32886.8,1.1,753.5902,-2.4,9,C47 H79 O6 N ,kd_nuc_3
754.5356,543635,18.15,754.5381,-2.5,5.5,C42 H77 O8 N P ,kd_nuc_3
754.5739,51289.5,1.71,754.5745,-0.58,4.5,C43 H81 O7 N P ,kd_nuc_3
754.591,15448.8,0.52,754.5898,1.24,8.5,C47 H81 O4 N P ,kd_nuc_3
755.5389,216530.5,7.23,755.5357,3.18,14.5,C48 H71 O5 N2 ,kd_nuc_3
755.5774,24821.8,0.83,755.5823,-4.9,4,C43 H82 O7 N P ,kd_nuc_3
756.5518,359580.8,12.01,756.5538,-1.98,4.5,C42 H79 O8 N P ,kd_nuc_3
756.5893,11533.8,0.39,756.5902,-0.85,3.5,C43 H83 O7 N P ,kd_nuc_3
757.5552,126832.7,4.24,757.5514,3.84,13.5,C48 H73 O5 N2 ,kd_nuc_3
757.5934,4414.4,0.15,757.598,-4.61,3,C43 H84 O7 N P ,kd_nuc_3
757.6214,18978.8,0.63,757.6215,-0.09,7,C47 H83 O6 N ,kd_nuc_3
758.5372,4037.4,0.13,758.5357,1.44,9,C44 H75 O6 N2 P ,kd_nuc_3
758.5691,1217485,40.66,758.5694,-0.35,3.5,C42 H81 O8 N P ,kd_nuc_3
758.6057,6329.4,0.21,758.6058,-0.09,2.5,C43 H85 O7 N P ,kd_nuc_3
758.6248,7033.7,0.23,758.6211,3.69,6.5,C47 H85 O4 N P ,kd_nuc_3
759.5213,4352.3,0.15,759.5221,-0.76,18,C51 H69 O4 N ,kd_nuc_3
759.5725,548304.9,18.31,759.5773,-4.71,3,C42 H82 O8 N P ,kd_nuc_3
759.6369,46967.9,1.57,759.6371,-0.26,6,C47 H85 O6 N ,kd_nuc_3
760.5237,7132.2,0.24,760.5276,-3.89,8.5,C44 H75 O7 N P ,kd_nuc_3
760.552,11472.1,0.38,760.5514,0.67,8,C44 H77 O6 N2 P ,kd_nuc_3
760.5599,5273.4,0.18,760.5596,0.31,8,C44 H76 O8 N2 ,kd_nuc_3
760.5845,2994507.8,100,760.5851,-0.62,2.5,C42 H83 O8 N P ,kd_nuc_3
760.6074,5929,0.2,760.6086,-1.15,6.5,C46 H82 O7 N ,kd_nuc_3
760.617,10274.7,0.34,760.6215,-4.5,1.5,C43 H87 O7 N P ,kd_nuc_3
760.6402,20040.3,0.67,760.6367,3.52,5.5,C47 H87 O4 N P ,kd_nuc_3
761.5556,4729,0.16,761.5589,-3.25,12,C48 H75 O6 N ,kd_nuc_3
761.5881,1380449.8,46.1,761.5929,-4.83,2,C42 H84 O8 N P ,kd_nuc_3
761.6204,3755.6,0.13,761.6191,1.32,10.5,C49 H81 O4 N2 ,kd_nuc_3
761.6448,3648.6,0.12,761.6445,0.23,5,C47 H88 O4 N P ,kd_nuc_3
762.5038,7353.4,0.25,762.5068,-2.99,8.5,C43 H73 O8 N P ,kd_nuc_3
762.5418,3961.6,0.13,762.5432,-1.41,7.5,C44 H77 O7 N P ,kd_nuc_3
762.558,22142.2,0.74,762.5585,-0.45,11.5,C48 H77 O4 N P ,kd_nuc_3
762.5916,295541.8,9.87,762.5905,1.1,11,C48 H78 O5 N2 ,kd_nuc_3
762.6603,7464.2,0.25,762.6606,-0.35,4.5,C47 H88 O6 N ,kd_nuc_3
763.5611,11714.1,0.39,763.562,-0.83,11.5,C47 H75 O6 N2 ,kd_nuc_3
763.6033,75405.9,2.52,763.5983,4.93,10.5,C48 H79 O5 N2 ,kd_nuc_3
764.522,14164.7,0.47,764.5225,-0.5,7.5,C43 H75 O8 N P ,kd_nuc_3
764.5583,50155.4,1.67,764.5589,-0.57,6.5,C44 H79 O7 N P ,kd_nuc_3
764.5768,6450.1,0.22,764.5741,2.63,10.5,C48 H79 O4 N P ,kd_nuc_3
764.6069,15439.1,0.52,764.6062,0.68,10,C48 H80 O5 N2 ,kd_nuc_3
764.6757,36260.2,1.21,764.6763,-0.53,3.5,C47 H90 O6 N ,kd_nuc_3
765.4485,5090.8,0.17,765.4473,1.21,18.5,C47 H61 O7 N2 ,kd_nuc_3
765.5255,6972.8,0.23,765.5303,-4.84,7,C43 H76 O8 N P ,kd_nuc_3
765.5616,22322.2,0.75,765.5667,-5.06,6,C44 H80 O7 N P ,kd_nuc_3
765.6791,17371.3,0.58,765.6758,3.23,3,C47 H92 O4 N P ,kd_nuc_3
766.5374,45410.2,1.52,766.5381,-0.77,6.5,C43 H77 O8 N P ,kd_nuc_3
766.574,383189,12.8,766.5745,-0.53,5.5,C44 H81 O7 N P ,kd_nuc_3
766.5921,17556.8,0.59,766.5898,2.37,9.5,C48 H81 O4 N P ,kd_nuc_3
766.6915,76645.6,2.56,766.6919,-0.46,2.5,C47 H92 O6 N ,kd_nuc_3
767.5409,20281,0.68,767.546,-5.01,6,C43 H78 O8 N P ,kd_nuc_3
767.5774,170035,5.68,767.5823,-4.96,5,C44 H82 O7 N P ,kd_nuc_3
767.5954,7314,0.24,767.5933,2.14,9.5,C47 H79 O6 N2 ,kd_nuc_3
767.6948,36160.5,1.21,767.6915,3.33,2,C47 H94 O4 N P ,kd_nuc_3
768.4912,12914.9,0.43,768.4963,-5.07,11.5,C45 H71 O7 N P ,kd_nuc_3
