mz,intensity,rel.intensity,theo.mass,delta,rdb,comp,sample
716.4624,25977.6,0.82,716.465,-2.61,9.5,C41 H67 O7 N P ,kd_nuc_1
716.522,20878.1,0.66,716.5225,-0.48,3.5,C39 H75 O8 N P ,kd_nuc_1
716.5585,96500.4,3.05,716.5589,-0.35,2.5,C40 H79 O7 N P ,kd_nuc_1
717.4662,9171.2,0.29,717.4626,3.62,18.5,C47 H61 O4 N2 ,kd_nuc_1
717.5253,7357,0.23,717.5303,-5,3,C39 H76 O8 N P ,kd_nuc_1
717.5618,41171,1.3,717.5667,-4.87,2,C40 H80 O7 N P ,kd_nuc_1
717.5902,20607.4,0.65,717.5902,-0.02,6,C44 H79 O6 N ,kd_nuc_1
718.5378,106396.8,3.36,718.5381,-0.29,2.5,C39 H77 O8 N P ,kd_nuc_1
718.5742,223745.2,7.07,718.5745,-0.29,1.5,C40 H81 O7 N P ,kd_nuc_1
718.5934,7763.9,0.25,718.5898,3.64,5.5,C44 H81 O4 N P ,kd_nuc_1
719.5411,42847.6,1.35,719.546,-4.86,2,C39 H78 O8 N P ,kd_nuc_1
719.5774,87243.1,2.76,719.5823,-4.96,1,C40 H82 O7 N P ,kd_nuc_1
720.5535,116644.3,3.69,720.5538,-0.24,1.5,C39 H79 O8 N P ,kd_nuc_1
720.5731,11102.8,0.35,720.569,4.11,5.5,C43 H79 O5 N P ,kd_nuc_1
720.5812,17027.6,0.54,720.58,1.21,10,C46 H76 O4 N2 ,kd_nuc_1
720.5898,52703.5,1.67,720.5902,-0.38,0.5,C40 H83 O7 N P ,kd_nuc_1
720.8741,4747.3,0.15,,,,,kd_nuc_1
721.5063,11739.3,0.37,721.5065,-0.15,16,C48 H67 O4 N ,kd_nuc_1
721.5568,48565,1.53,721.5616,-4.77,1,C39 H80 O8 N P ,kd_nuc_1
721.5931,23004.5,0.73,721.598,-4.85,0,C40 H84 O7 N P ,kd_nuc_1
722.5115,27486.4,0.87,722.5119,-0.45,6.5,C41 H73 O7 N P ,kd_nuc_1
722.5595,8729.6,0.28,722.5592,0.32,10,C45 H74 O5 N2 ,kd_nuc_1
722.597,3619.2,0.11,722.5956,1.38,9,C46 H78 O4 N2 ,kd_nuc_1
723.5149,10678.4,0.34,723.5197,-4.89,6,C41 H74 O7 N P ,kd_nuc_1
723.5411,16635.5,0.53,723.5432,-2.17,10,C45 H73 O6 N ,kd_nuc_1
724.5274,207432.2,6.55,724.5276,-0.19,5.5,C41 H75 O7 N P ,kd_nuc_1
724.5441,7121.1,0.23,724.5428,1.28,9.5,C45 H75 O4 N P ,kd_nuc_1
725.3964,15204.1,0.48,725.3949,1.5,22.5,C47 H53 O5 N2 ,kd_nuc_1
725.5308,82241,2.6,725.5354,-4.63,5,C41 H76 O7 N P ,kd_nuc_1
725.5568,220189.5,6.96,725.5589,-2.08,9,C45 H75 O6 N ,kd_nuc_1
726.3999,5180.5,0.16,726.4,-0.12,17.5,C44 H56 O8 N ,kd_nuc_1
726.5041,21206,0.67,726.5068,-2.72,5.5,C40 H73 O8 N P ,kd_nuc_1
726.543,50521.3,1.6,726.5432,-0.25,4.5,C41 H77 O7 N P ,kd_nuc_1
726.56,93041.1,2.94,726.5585,1.55,8.5,C45 H77 O4 N P ,kd_nuc_1
727.5073,7524.5,0.24,727.5044,2.88,14.5,C46 H67 O5 N2 ,kd_nuc_1
727.5463,23571.8,0.74,727.551,-4.74,4,C41 H78 O7 N P ,kd_nuc_1
727.5636,15908.7,0.5,727.562,1.62,8.5,C44 H75 O6 N2 ,kd_nuc_1
727.5718,16474.8,0.52,727.5745,-2.76,8,C45 H77 O6 N ,kd_nuc_1
728.52,62240,1.97,728.5225,-2.5,4.5,C40 H75 O8 N P ,kd_nuc_1
728.5586,25451.5,0.8,728.5589,-0.26,3.5,C41 H79 O7 N P ,kd_nuc_1
728.5754,7099.8,0.22,728.5741,1.23,7.5,C45 H79 O4 N P ,kd_nuc_1
729.5233,26936.8,0.85,729.5201,3.15,13.5,C46 H69 O5 N2 ,kd_nuc_1
729.562,11506.7,0.36,729.5667,-4.67,3,C41 H80 O7 N P ,kd_nuc_1
729.5902,46209.2,1.46,729.5902,-0.02,7,C45 H79 O6 N ,kd_nuc_1
730.5379,360689.5,11.4,730.5381,-0.19,3.5,C40 H77 O8 N P ,kd_nuc_1
730.574,21509.3,0.68,730.5745,-0.55,2.5,C41 H81 O7 N P ,kd_nuc_1
730.5934,19393.1,0.61,730.5898,3.63,6.5,C45 H81 O4 N P ,kd_nuc_1
731.5412,151569.2,4.79,731.546,-4.72,3,C40 H78 O8 N P ,kd_nuc_1
731.5774,8638.6,0.27,731.5823,-4.89,2,C41 H82 O7 N P ,kd_nuc_1
731.606,194621.3,6.15,731.6058,0.12,6,C45 H81 O6 N ,kd_nuc_1
732.5227,11234.6,0.36,732.5201,2.63,8,C42 H73 O6 N2 P ,kd_nuc_1
732.5388,9164.2,0.29,732.5409,-2.12,7.5,C43 H74 O8 N ,kd_nuc_1
732.5534,2531093.5,79.98,732.5538,-0.37,2.5,C40 H79 O8 N P ,kd_nuc_1
732.5891,20440.3,0.65,732.5902,-1.08,1.5,C41 H83 O7 N P ,kd_nuc_1
732.6089,82262.5,2.6,732.6054,3.47,5.5,C45 H83 O4 N P ,kd_nuc_1
733.5259,3844.3,0.12,733.5276,-1.67,12,C46 H71 O6 N ,kd_nuc_1
733.5569,1128793.6,35.67,733.5616,-4.7,2,C40 H80 O8 N P ,kd_nuc_1
733.5924,9179.3,0.29,733.5878,4.65,10.5,C47 H77 O4 N2 ,kd_nuc_1
733.6125,15487.8,0.49,733.6132,-0.79,5,C45 H84 O4 N P ,kd_nuc_1
733.6198,7675.7,0.24,733.6215,-1.71,5,C45 H83 O6 N ,kd_nuc_1
734.5379,5412.3,0.17,734.5357,2.18,7,C42 H75 O6 N2 P ,kd_nuc_1
734.5689,1296775.9,40.98,734.5694,-0.58,1.5,C40 H81 O8 N P ,kd_nuc_1
734.5997,5551.4,0.18,734.5956,4.05,10,C47 H78 O4 N2 ,kd_nuc_1
735.5623,19252,0.61,735.5644,-2.06,6,C43 H77 O8 N ,kd_nuc_1
735.5725,569077.3,17.98,735.5773,-4.73,1,C40 H82 O8 N P ,kd_nuc_1
736.5271,4342.2,0.14,736.5276,-0.43,6.5,C42 H75 O7 N P ,kd_nuc_1
736.5424,25120.9,0.79,736.5428,-0.45,10.5,C46 H75 O4 N P ,kd_nuc_1
736.5757,102565,3.24,736.5749,0.87,10,C46 H76 O5 N2 ,kd_nuc_1
736.6446,5931.4,0.19,736.645,-0.32,3.5,C45 H86 O6 N ,kd_nuc_1
737.5457,13079,0.41,737.5463,-0.64,10.5,C45 H73 O6 N2 ,kd_nuc_1
737.5787,12084.8,0.38,737.58,-1.27,5,C43 H79 O8 N ,kd_nuc_1
738.5062,9345,0.3,738.5068,-0.6,6.5,C41 H73 O8 N P ,kd_nuc_1
738.5218,8023.2,0.25,738.5221,-0.27,10.5,C45 H73 O5 N P ,kd_nuc_1
738.5414,19343.9,0.61,738.5432,-1.83,5.5,C42 H77 O7 N P ,kd_nuc_1
738.5615,17793.1,0.56,738.5585,3.01,9.5,C46 H77 O4 N P ,kd_nuc_1
738.6609,9784.4,0.31,738.6606,0.24,2.5,C45 H88 O6 N ,kd_nuc_1
739.5448,9496.9,0.3,739.5408,3.98,14.5,C48 H71 O4 N2 ,kd_nuc_1
739.5653,7476.3,0.24,739.5663,-0.97,9,C46 H78 O4 N P ,kd_nuc_1
739.6637,5406.6,0.17,739.6602,3.52,2,C45 H90 O4 N P ,kd_nuc_1
740.5217,33227.5,1.05,740.5225,-0.83,5.5,C41 H75 O8 N P ,kd_nuc_1
740.5563,44777.3,1.41,740.5589,-2.54,4.5,C42 H79 O7 N P ,kd_nuc_1
740.577,10754,0.34,740.5741,2.88,8.5,C46 H79 O4 N P ,kd_nuc_1
740.677,6405.1,0.2,740.6763,0.77,1.5,C45 H90 O6 N ,kd_nuc_1
741.5228,9871.6,0.31,741.5201,2.73,14.5,C47 H69 O5 N2 ,kd_nuc_1
741.5328,5574.1,0.18,741.5327,0.14,14,C48 H71 O5 N ,kd_nuc_1
741.5596,15395.4,0.49,741.5565,3.12,13.5,C48 H73 O4 N2 ,kd_nuc_1
742.5362,19498.6,0.62,742.5381,-1.91,4.5,C41 H77 O8 N P ,kd_nuc_1
742.5742,37643,1.19,742.5745,-0.32,3.5,C42 H81 O7 N P ,kd_nuc_1
743.5394,9469,0.3,743.5357,3.6,13.5,C47 H71 O5 N2 ,kd_nuc_1
743.5776,18985.5,0.6,743.5823,-4.77,3,C42 H82 O7 N P ,kd_nuc_1
744.4937,12966.6,0.41,744.4963,-2.61,9.5,C43 H71 O7 N P ,kd_nuc_1
744.5535,71671.7,2.26,744.5538,-0.3,3.5,C41 H79 O8 N P ,kd_nuc_1
744.5898,123165.6,3.89,744.5902,-0.38,2.5,C42 H83 O7 N P ,kd_nuc_1
745.4973,4741.1,0.15,745.4939,3.44,18.5,C49 H65 O4 N2 ,kd_nuc_1
745.506,7725.5,0.24,745.5065,-0.43,18,C50 H67 O4 N ,kd_nuc_1
745.5567,32453.1,1.03,745.5616,-4.91,3,C41 H80 O8 N P ,kd_nuc_1
745.5931,54881.8,1.73,745.598,-4.87,2,C42 H84 O7 N P ,kd_nuc_1
746.5093,58835.9,1.86,746.5119,-2.59,8.5,C43 H73 O7 N P ,kd_nuc_1
746.5692,222336.6,7.03,746.5694,-0.27,2.5,C41 H81 O8 N P ,kd_nuc_1
746.6055,232411.3,7.34,746.6058,-0.34,1.5,C42 H85 O7 N P ,kd_nuc_1
747.5126,23424.7,0.74,747.5095,3.09,17.5,C49 H67 O4 N2 ,kd_nuc_1
747.5724,96218.1,3.04,747.5773,-4.84,2,C41 H82 O8 N P ,kd_nuc_1
747.6088,103390.8,3.27,747.6136,-4.85,1,C42 H86 O7 N P ,kd_nuc_1
748.5271,45346.9,1.43,748.5276,-0.46,7.5,C43 H75 O7 N P ,kd_nuc_1
748.5846,50565.5,1.6,748.5851,-0.51,1.5,C41 H83 O8 N P ,kd_nuc_1
748.6123,21157,0.67,748.6113,1.04,10,C48 H80 O4 N2 ,kd_nuc_1
749.5305,20061.6,0.63,749.5354,-4.91,7,C43 H76 O7 N P ,kd_nuc_1
749.588,20625.7,0.65,749.5929,-4.91,1,C41 H84 O8 N P ,kd_nuc_1
749.6242,5245.8,0.17,749.6293,-5.06,0,C42 H88 O7 N P ,kd_nuc_1
750.5215,3819.9,0.12,750.5221,-0.63,11.5,C46 H73 O5 N P ,kd_nuc_1
750.5429,193909.5,6.13,750.5432,-0.34,6.5,C43 H77 O7 N P ,kd_nuc_1
751.533,4493.6,0.14,751.5299,3.06,11,C46 H74 O5 N P ,kd_nuc_1
751.5462,86342.9,2.73,751.551,-4.83,6,C43 H78 O7 N P ,kd_nuc_1
751.5721,8680.7,0.27,751.5745,-2.42,10,C47 H77 O6 N ,kd_nuc_1
752.5199,61195.9,1.93,752.5225,-2.63,6.5,C42 H75 O8 N P ,kd_nuc_1
752.537,4414.6,0.14,752.5377,-0.71,10.5,C46 H75 O5 N P ,kd_nuc_1
752.5584,163743.1,5.17,752.5589,-0.43,5.5,C43 H79 O7 N P ,kd_nuc_1
