mz,intensity,rel.intensity,theo.mass,delta,rdb,comp,sample
803.544,285776.3,0.13,803.5444,-0.39,4.5,C43 H80 O11 P ,kd_nuc_4
803.5627,1712027.1,0.79,803.5623,0.36,13,C50 H78 O5 N P ,kd_nuc_4
803.6287,285877.4,0.13,803.6281,0.67,7,C48 H85 O8 N ,kd_nuc_4
804.54,521860.3,0.24,804.5396,0.34,4.5,C42 H79 O11 N P ,kd_nuc_4
804.5545,484325.9,0.22,804.5546,-0.06,13,C50 H76 O8 ,kd_nuc_4
804.5628,442672.4,0.2,804.5631,-0.29,8.5,C46 H78 O10 N ,kd_nuc_4
804.5766,8652189,3.98,804.576,0.59,3.5,C43 H83 O10 N P ,kd_nuc_4
804.5913,389955.9,0.18,804.5913,0,7.5,C47 H83 O7 N P ,kd_nuc_4
805.4881,214013.1,0.1,805.4873,0.8,5.5,C41 H74 O13 P ,kd_nuc_4
805.5586,260100.5,0.12,805.56,-1.41,3.5,C43 H82 O11 P ,kd_nuc_4
805.5789,4136089.8,1.9,805.578,0.96,12,C50 H80 O5 N P ,kd_nuc_4
805.6082,468996.4,0.22,805.6073,0.89,7,C47 H83 O9 N ,kd_nuc_4
806.5348,321907.1,0.15,806.5341,0.64,8.5,C45 H77 O9 N P ,kd_nuc_4
806.5558,3399829.5,1.57,806.5553,0.54,3.5,C42 H81 O11 N P ,kd_nuc_4
806.577,1303446.1,0.6,806.5772,-0.18,16,C54 H79 O3 P ,kd_nuc_4
806.6065,372329.1,0.17,806.6066,-0.07,11,C51 H82 O7 ,kd_nuc_4
807.0466,157203.8,0.07,807.1511,-104.52,32,C45 H30 O12 N P ,kd_nuc_4
807.5036,930708.9,0.43,807.5029,0.69,4.5,C41 H76 O13 P ,kd_nuc_4
807.5592,1374232.3,0.63,807.5596,-0.39,21,C56 H73 O3 N ,kd_nuc_4
807.5733,244057.7,0.11,807.5725,0.87,16,C53 H78 O3 N P ,kd_nuc_4
807.5885,442865.3,0.2,807.5866,1.9,7,C46 H81 O10 N ,kd_nuc_4
807.61,189291.4,0.09,807.6121,-2.01,1.5,C44 H88 O10 P ,kd_nuc_4
808.514,1354119.5,0.62,808.5134,0.64,8.5,C44 H75 O10 N P ,kd_nuc_4
808.5347,450474.8,0.21,808.5345,0.19,3.5,C41 H79 O12 N P ,kd_nuc_4
808.5504,907047.7,0.42,808.5498,0.62,7.5,C45 H79 O9 N P ,kd_nuc_4
808.5712,1582195.5,0.73,808.5709,0.3,2.5,C42 H83 O11 N P ,kd_nuc_4
808.586,515847.8,0.24,808.5862,-0.15,6.5,C46 H83 O8 N P ,kd_nuc_4
808.6233,286585.8,0.13,808.6226,0.75,5.5,C47 H87 O7 N P ,kd_nuc_4
808.6678,625498.4,0.29,808.6672,0.6,4.5,C48 H90 O8 N ,kd_nuc_4
809.0621,209909.6,0.1,809.143,-80.82,31.5,C45 H30 O13 P ,kd_nuc_4
809.5177,752130.6,0.35,809.5186,-0.88,3.5,C41 H78 O13 P ,kd_nuc_4
809.5537,184042.2,0.08,809.5549,-1.22,2.5,C42 H82 O12 P ,kd_nuc_4
809.5745,719049.4,0.33,809.5752,-0.78,20,C56 H75 O3 N ,kd_nuc_4
809.59,189275.3,0.09,809.5913,-1.34,1.5,C43 H86 O11 P ,kd_nuc_4
809.6712,213433.5,0.1,809.6723,-1.14,-0.5,C45 H93 O11 ,kd_nuc_4
810.5296,14064506,6.47,810.5291,0.59,7.5,C44 H77 O10 N P ,kd_nuc_4
810.5488,209795.8,0.1,810.5499,-1.04,7,C45 H78 O12 ,kd_nuc_4
810.5661,1750908.3,0.81,810.5654,0.65,6.5,C45 H81 O9 N P ,kd_nuc_4
810.6833,800347.8,0.37,810.6828,0.42,3.5,C48 H92 O8 N ,kd_nuc_4
811.0411,163246.3,0.08,811.146,-104.96,31,C44 H30 O13 N P ,kd_nuc_4
811.0577,254183.9,0.12,811.146,-88.3,31,C44 H30 O13 N P ,kd_nuc_4
811.5331,6918546,3.18,811.5342,-1.11,2.5,C41 H80 O13 P ,kd_nuc_4
811.5689,916337.6,0.42,811.5674,1.52,15,C52 H78 O4 N P ,kd_nuc_4
811.6867,349792.6,0.16,811.6848,1.9,12,C55 H89 O3 N ,kd_nuc_4
812.5452,10038364,4.62,812.5447,0.46,6.5,C44 H79 O10 N P ,kd_nuc_4
812.568,194543.2,0.09,812.5682,-0.22,10.5,C48 H78 O9 N ,kd_nuc_4
812.5816,781980.6,0.36,812.5811,0.46,5.5,C45 H83 O9 N P ,kd_nuc_4
813.0367,337222.7,0.16,813.1379,-101.16,30.5,C44 H30 O14 P ,kd_nuc_4
813.5486,4358711,2.01,813.5499,-1.29,1.5,C41 H82 O13 P ,kd_nuc_4
813.5847,364416.1,0.17,813.5862,-1.54,0.5,C42 H86 O12 P ,kd_nuc_4
814.5606,1596832,0.74,814.5604,0.21,5.5,C44 H81 O10 N P ,kd_nuc_4
815.0329,321235.3,0.15,815.1409,-108.06,30,C43 H30 O14 N P ,kd_nuc_4
815.0523,560255.9,0.26,815.1409,-88.64,30,C43 H30 O14 N P ,kd_nuc_4
815.5643,680921,0.31,815.5655,-1.21,0.5,C41 H84 O13 P ,kd_nuc_4
816.5325,659686,0.3,816.5334,-0.9,19,C54 H72 O6 ,kd_nuc_4
816.5558,192467.1,0.09,816.5549,0.89,9.5,C47 H79 O8 N P ,kd_nuc_4
816.5764,1420775.3,0.65,816.576,0.42,4.5,C44 H83 O10 N P ,kd_nuc_4
817.0486,233933.4,0.11,817.148,-99.45,33.5,C47 H30 O12 P ,kd_nuc_4
817.5033,515687,0.24,817.5025,0.8,10.5,C46 H74 O10 P ,kd_nuc_4
817.5357,210669.3,0.1,817.5346,1.16,10,C46 H75 O11 N ,kd_nuc_4
817.5797,620444.4,0.29,817.5812,-1.48,-0.5,C41 H86 O13 P ,kd_nuc_4
818.5067,200866.1,0.09,818.506,0.65,10.5,C45 H72 O12 N ,kd_nuc_4
818.535,1222049.6,0.56,818.5341,0.9,9.5,C46 H77 O9 N P ,kd_nuc_4
818.5552,608034.8,0.28,818.5553,-0.09,4.5,C43 H81 O11 N P ,kd_nuc_4
818.571,491455.9,0.23,818.5705,0.48,8.5,C47 H81 O8 N P ,kd_nuc_4
818.5922,985459.1,0.45,818.5917,0.51,3.5,C44 H85 O10 N P ,kd_nuc_4
818.6288,434438.9,0.2,818.628,0.79,2.5,C45 H89 O9 N P ,kd_nuc_4
818.7613,577444.7,0.27,818.7607,0.57,3.5,C52 H100 O5 N ,kd_nuc_4
819.066,175369.1,0.08,819.1511,-85.13,33,C46 H30 O12 N P ,kd_nuc_4
819.5038,202103.4,0.09,819.5029,0.85,5.5,C42 H76 O13 P ,kd_nuc_4
819.5188,3224518.5,1.48,819.5182,0.68,9.5,C46 H76 O10 P ,kd_nuc_4
819.5387,756336,0.35,819.5393,-0.57,4.5,C43 H80 O12 P ,kd_nuc_4
819.5574,320615.1,0.15,819.5572,0.17,13,C50 H78 O6 N P ,kd_nuc_4
819.5747,237936.5,0.11,819.5757,-1,3.5,C44 H84 O11 P ,kd_nuc_4
819.5953,409795.2,0.19,819.5936,1.72,12,C51 H82 O5 N P ,kd_nuc_4
819.6237,326339.2,0.15,819.623,0.71,7,C48 H85 O9 N ,kd_nuc_4
819.765,323139.7,0.15,819.7685,-3.5,3,C52 H101 O5 N ,kd_nuc_4
819.7931,260565.9,0.12,819.8049,-11.83,2,C53 H105 O4 N ,kd_nuc_4
820.5222,1442892.5,0.66,820.5216,0.53,9.5,C45 H74 O12 N ,kd_nuc_4
820.5505,4009276.8,1.85,820.5498,0.7,8.5,C46 H79 O9 N P ,kd_nuc_4
820.5712,2909178.5,1.34,820.5709,0.24,3.5,C43 H83 O11 N P ,kd_nuc_4
820.5858,293888.2,0.14,820.5859,-0.08,12,C51 H80 O8 ,kd_nuc_4
820.6078,362553.8,0.17,820.6073,0.49,2.5,C44 H87 O10 N P ,kd_nuc_4
820.7771,828189.7,0.38,820.7763,0.78,2.5,C52 H102 O5 N ,kd_nuc_4
821.0234,196292.5,0.09,821.143,-119.53,32.5,C46 H30 O13 P ,kd_nuc_4
821.5344,2705918,1.25,821.5338,0.64,8.5,C46 H78 O10 P ,kd_nuc_4
821.5539,2245962,1.03,821.5549,-1.01,3.5,C43 H82 O12 P ,kd_nuc_4
821.5744,1347297.3,0.62,821.5752,-0.84,21,C57 H75 O3 N ,kd_nuc_4
821.5903,155003.4,0.07,821.5913,-1.03,2.5,C44 H86 O11 P ,kd_nuc_4
821.7808,468861.8,0.22,821.7842,-3.38,2,C52 H103 O5 N ,kd_nuc_4
822.5376,1182334.5,0.54,822.5373,0.34,8.5,C45 H76 O12 N ,kd_nuc_4
822.566,3790582.5,1.74,822.5654,0.57,7.5,C46 H81 O9 N P ,kd_nuc_4
822.5861,1141325.6,0.53,822.5863,-0.2,7,C47 H82 O11 ,kd_nuc_4
822.602,216394.4,0.1,822.6018,0.19,6.5,C47 H85 O8 N P ,kd_nuc_4
823.0412,174724.5,0.08,823.146,-104.78,32,C45 H30 O13 N P ,kd_nuc_4
823.5498,789885.5,0.36,823.5495,0.32,7.5,C46 H80 O10 P ,kd_nuc_4
823.5694,1799779.5,0.83,823.5706,-1.14,2.5,C43 H84 O12 P ,kd_nuc_4
823.5899,501696,0.23,823.5909,-1,20,C57 H77 O3 N ,kd_nuc_4
824.5456,1283325.9,0.59,824.5447,0.93,7.5,C45 H79 O10 N P ,kd_nuc_4
824.5818,1706454.6,0.79,824.5811,0.68,6.5,C46 H83 O9 N P ,kd_nuc_4
825.0932,209248.7,0.1,825.1379,-44.68,31.5,C45 H30 O14 P ,kd_nuc_4
825.5479,551269.4,0.25,825.5467,1.28,16,C52 H76 O5 N P ,kd_nuc_4
825.5655,358193.6,0.16,825.5651,0.38,6.5,C46 H82 O10 P ,kd_nuc_4
825.5852,821445.6,0.38,825.5862,-1.07,1.5,C43 H86 O12 P ,kd_nuc_4
826.561,4253666.5,1.96,826.5604,0.63,6.5,C45 H81 O10 N P ,kd_nuc_4
826.5973,787697.3,0.36,826.5967,0.51,5.5,C46 H85 O9 N P ,kd_nuc_4
827.0524,208641.2,0.1,827.1409,-88.58,31,C44 H30 O14 N P ,kd_nuc_4
827.5637,1931515.4,0.89,827.5623,1.37,15,C52 H78 O5 N P ,kd_nuc_4
827.6001,299399.3,0.14,827.5987,1.36,14,C53 H82 O4 N P ,kd_nuc_4
828.5073,599511.5,0.28,828.5056,1.7,16.5,C50 H70 O9 N ,kd_nuc_4
828.5605,597679.6,0.28,828.5604,0.01,6,C45 H80 O13 ,kd_nuc_4
828.5764,1480806.8,0.68,828.576,0.37,5.5,C45 H83 O10 N P ,kd_nuc_4
829.0488,169317.2,0.08,829.148,-99.24,34.5,C48 H30 O12 P ,kd_nuc_4
829.0681,202409.5,0.09,829.148,-79.94,34.5,C48 H30 O12 P ,kd_nuc_4
829.4889,158700,0.07,829.4896,-0.75,16.5,C50 H69 O10 ,kd_nuc_4
829.5106,262563.6,0.12,829.5108,-0.15,11.5,C47 H73 O12 ,kd_nuc_4
829.5786,673474.1,0.31,829.578,0.63,14,C52 H80 O5 N P ,kd_nuc_4
829.9944,271958.9,0.13,,,,,kd_nuc_4
830.4961,410474,0.19,830.4951,1.04,7,C43 H75 O13 P ,kd_nuc_4
830.5226,245673.1,0.11,830.5213,1.37,15.5,C50 H72 O9 N ,kd_nuc_4
830.5563,155409.5,0.07,830.5553,1,5.5,C44 H81 O11 N P ,kd_nuc_4
830.5772,172856.5,0.08,830.5772,-0.07,18,C56 H79 O3 P ,kd_nuc_4
830.5922,2598067.5,1.2,830.5917,0.51,4.5,C45 H85 O10 N P ,kd_nuc_4
830.6886,449534.8,0.21,830.6879,0.7,6.5,C51 H92 O7 N ,kd_nuc_4
831.0641,168569.8,0.08,831.1511,-86.97,34,C47 H30 O12 N P ,kd_nuc_4
831.5037,771163.6,0.35,831.5029,0.77,6.5,C43 H76 O13 P ,kd_nuc_4
831.5945,1299220,0.6,831.5936,0.85,13,C52 H82 O5 N P ,kd_nuc_4
831.6603,398094,0.18,831.6594,0.98,7,C50 H89 O8 N ,kd_nuc_4
831.6919,215955.5,0.1,831.6931,-1.16,1.5,C48 H95 O10 ,kd_nuc_4
832.5714,1618198.3,0.74,832.5709,0.48,4.5,C44 H83 O11 N P ,kd_nuc_4
832.5923,435483.7,0.2,832.5921,0.29,-0.5,C41 H87 O13 N P ,kd_nuc_4
832.6078,2399828,1.1,832.6073,0.54,3.5,C45 H87 O10 N P ,kd_nuc_4
832.6574,188879,0.09,832.6563,1.16,2,C47 H93 O9 P ,kd_nuc_4
833.023,166759,0.08,833.143,-119.91,33.5,C47 H30 O13 P ,kd_nuc_4
833.0429,349520.9,0.16,833.143,-100.09,33.5,C47 H30 O13 P ,kd_nuc_4
833.5192,3946651.3,1.82,833.5186,0.69,5.5,C43 H78 O13 P ,kd_nuc_4
833.5746,625042.5,0.29,833.5752,-0.65,22,C58 H75 O3 N ,kd_nuc_4
833.6104,1453639.8,0.67,833.6093,1.14,12,C52 H84 O5 N P ,kd_nuc_4
834.5297,5625611,2.59,834.5291,0.63,9.5,C46 H77 O10 N P ,kd_nuc_4
834.5505,165164.7,0.08,834.5502,0.3,4.5,C43 H81 O12 N P ,kd_nuc_4
834.5664,296780.7,0.14,834.5654,0.99,8.5,C47 H81 O9 N P ,kd_nuc_4
834.587,3746757,1.72,834.5866,0.44,3.5,C44 H85 O11 N P ,kd_nuc_4
834.6083,356707.8,0.16,834.6085,-0.19,16,C56 H83 O3 P ,kd_nuc_4
835.5343,7139653,3.29,835.5342,0.09,4.5,C43 H80 O13 P ,kd_nuc_4
835.5903,1856083,0.85,835.5909,-0.59,21,C58 H77 O3 N ,kd_nuc_4
836.5452,7785625,3.58,836.5447,0.54,8.5,C46 H79 O10 N P ,kd_nuc_4
836.566,464649.9,0.21,836.5658,0.16,3.5,C43 H83 O12 N P ,kd_nuc_4
836.5818,622069.2,0.29,836.5811,0.67,7.5,C47 H83 O9 N P ,kd_nuc_4
836.6005,339735.4,0.16,836.6019,-1.42,7,C48 H84 O11 ,kd_nuc_4
837.5486,3714058.3,1.71,837.5499,-1.21,3.5,C43 H82 O13 P ,kd_nuc_4
837.571,181754.4,0.08,837.5702,0.84,21,C57 H75 O4 N ,kd_nuc_4
837.5849,264791.3,0.12,837.5862,-1.33,2.5,C44 H86 O12 P ,kd_nuc_4
838.5609,7109764,3.27,838.5604,0.53,7.5,C46 H81 O10 N P ,kd_nuc_4
838.5974,702145.6,0.32,838.5967,0.61,6.5,C47 H85 O9 N P ,kd_nuc_4
839.5644,3512444,1.62,839.5655,-1.15,2.5,C43 H84 O13 P ,kd_nuc_4
839.6001,233608.2,0.11,839.5987,1.41,15,C54 H82 O4 N P ,kd_nuc_4
840.5764,3051060,1.4,840.576,0.39,6.5,C46 H83 O10 N P ,kd_nuc_4
841.5798,1500559.5,0.69,841.5812,-1.33,1.5,C43 H86 O13 P ,kd_nuc_4
841.9952,163520,0.08,,,,,kd_nuc_4
842.4971,161382.5,0.07,842.4974,-0.36,17,C51 H70 O10 ,kd_nuc_4
842.5547,229555.1,0.11,842.555,-0.22,11,C49 H78 O11 ,kd_nuc_4
842.5917,658093.6,0.3,842.5917,0.08,5.5,C46 H85 O10 N P ,kd_nuc_4
843.0835,251718.8,0.12,843.1511,-67.59,35,C48 H30 O12 N P ,kd_nuc_4
843.519,419614.6,0.19,843.5182,0.84,11.5,C48 H76 O10 P ,kd_nuc_4
843.54,552728.8,0.25,843.5393,0.76,6.5,C45 H80 O12 P ,kd_nuc_4
843.5953,267908.1,0.12,843.5968,-1.47,0.5,C43 H88 O13 P ,kd_nuc_4
844.5226,168360.6,0.08,844.5216,0.94,11.5,C47 H74 O12 N ,kd_nuc_4
844.5431,258112.6,0.12,844.5428,0.37,6.5,C44 H78 O14 N ,kd_nuc_4
844.5636,431733.7,0.2,844.5647,-1.11,19,C56 H76 O6 ,kd_nuc_4
844.6079,509397,0.23,844.6073,0.54,4.5,C46 H87 O10 N P ,kd_nuc_4
844.6452,154617.3,0.07,844.6461,-0.89,12.5,C54 H86 O6 N ,kd_nuc_4
845.5198,253598.1,0.12,845.5209,-1.08,15.5,C51 H73 O10 ,kd_nuc_4
845.5346,372335.2,0.17,845.5338,0.81,10.5,C48 H78 O10 P ,kd_nuc_4
845.5557,610378,0.28,845.5549,0.75,5.5,C45 H82 O12 P ,kd_nuc_4
845.5675,329560.6,0.15,845.5659,1.68,10,C48 H79 O11 N ,kd_nuc_4
845.6112,173152.2,0.08,845.6125,-1.21,-0.5,C43 H90 O13 P ,kd_nuc_4
846.5601,286549.1,0.13,846.5596,0.53,18.5,C55 H77 O4 N P ,kd_nuc_4
846.5662,382569.1,0.18,846.5654,0.77,9.5,C48 H81 O9 N P ,kd_nuc_4
846.5872,1360598.3,0.63,846.5866,0.6,4.5,C45 H85 O11 N P ,kd_nuc_4
846.6238,301143.1,0.14,846.623,0.88,3.5,C46 H89 O10 N P ,kd_nuc_4
846.6602,439293.1,0.2,846.6593,0.84,2.5,C47 H93 O9 N P ,kd_nuc_4
847.5356,265334.9,0.12,847.5366,-0.99,14.5,C51 H75 O10 ,kd_nuc_4
847.5502,186847.7,0.09,847.5495,0.71,9.5,C48 H80 O10 P ,kd_nuc_4
847.5709,997916.3,0.46,847.5706,0.35,4.5,C45 H84 O12 P ,kd_nuc_4
847.5902,622075.1,0.29,847.5909,-0.65,22,C59 H77 O3 N ,kd_nuc_4
847.6477,212884.5,0.1,847.6484,-0.7,16,C57 H85 O4 N ,kd_nuc_4
847.7408,245161.4,0.11,847.7399,0.87,0,C49 H102 O7 N P ,kd_nuc_4
847.8244,278990.6,0.13,847.8362,-11.81,2,C55 H109 O4 N ,kd_nuc_4
848.5765,390764.2,0.18,848.5752,1.27,17.5,C55 H79 O4 N P ,kd_nuc_4
848.581,408557.5,0.19,848.5811,-0.1,8.5,C48 H83 O9 N P ,kd_nuc_4
848.6028,2962039.5,1.36,848.6022,0.56,3.5,C45 H87 O11 N P ,kd_nuc_4
849.0546,201499.8,0.09,849.1379,-83.31,33.5,C47 H30 O14 P ,kd_nuc_4
849.5512,241552,0.11,849.5522,-1.04,13.5,C51 H77 O10 ,kd_nuc_4
849.5856,470532.1,0.22,849.5862,-0.61,3.5,C45 H86 O12 P ,kd_nuc_4
849.6062,1334524,0.61,849.6065,-0.37,21,C59 H79 O3 N ,kd_nuc_4
849.7561,280986.8,0.13,849.7556,0.55,-1,C49 H104 O7 N P ,kd_nuc_4
850.4674,290894.9,0.13,850.4665,0.96,15.5,C48 H69 O10 N P ,kd_nuc_4
850.561,681472.1,0.31,850.5604,0.65,8.5,C47 H81 O10 N P ,kd_nuc_4
850.5754,332731.6,0.15,850.5753,0.12,17,C55 H78 O7 ,kd_nuc_4
850.5976,371987,0.17,850.5967,0.85,7.5,C48 H85 O9 N P ,kd_nuc_4
850.6102,229985,0.11,850.6093,0.87,7,C49 H87 O9 P ,kd_nuc_4
851.0339,170015.8,0.08,851.1409,-107.09,33,C46 H30 O14 N P ,kd_nuc_4
851.564,269233.7,0.12,851.5655,-1.5,3.5,C44 H84 O13 P ,kd_nuc_4
851.5802,171956,0.08,851.5808,-0.58,7.5,C48 H84 O10 P ,kd_nuc_4
852.5766,1782524.8,0.82,852.576,0.63,7.5,C47 H83 O10 N P ,kd_nuc_4
852.592,171005.1,0.08,852.5913,0.78,11.5,C51 H83 O7 N P ,kd_nuc_4
852.6132,304595.3,0.14,852.6124,0.81,6.5,C48 H87 O9 N P ,kd_nuc_4
853.5789,785518.9,0.36,853.578,0.94,16,C54 H80 O5 N P ,kd_nuc_4
854.5232,210104.7,0.1,854.5213,1.98,17.5,C52 H72 O9 N ,kd_nuc_4
854.5554,317060.9,0.15,854.5553,0.15,7.5,C46 H81 O11 N P ,kd_nuc_4
854.5755,303461.3,0.14,854.5761,-0.64,7,C47 H82 O13 ,kd_nuc_4
854.5924,3658795.5,1.68,854.5917,0.7,6.5,C47 H85 O10 N P ,kd_nuc_4
855.5037,1970420.3,0.91,855.5029,0.83,8.5,C45 H76 O13 P ,kd_nuc_4
855.595,2023610.5,0.93,855.5936,1.36,15,C54 H82 O5 N P ,kd_nuc_4
855.661,265767.6,0.12,855.6594,1.63,9,C52 H89 O8 N ,kd_nuc_4
856.5065,766360,0.35,856.5072,-0.68,26,C59 H68 O5 ,kd_nuc_4
856.5387,783360.5,0.36,856.5369,1.8,16.5,C52 H74 O9 N ,kd_nuc_4
856.5714,1538335.5,0.71,856.5709,0.48,6.5,C46 H83 O11 N P ,kd_nuc_4
856.5915,588938.9,0.27,856.5917,-0.29,6,C47 H84 O13 ,kd_nuc_4
856.6075,1014277.8,0.47,856.6073,0.2,5.5,C47 H87 O10 N P ,kd_nuc_4
857.0629,313964.3,0.14,857.143,-80.02,35.5,C49 H30 O13 P ,kd_nuc_4
857.5192,18463662,8.5,857.5186,0.69,7.5,C45 H78 O13 P ,kd_nuc_4
857.5421,195007.6,0.09,857.5421,0.07,11.5,C49 H77 O12 ,kd_nuc_4
857.5749,781992.2,0.36,857.5752,-0.34,24,C60 H75 O3 N ,kd_nuc_4
857.6106,471171.7,0.22,857.6093,1.36,14,C54 H84 O5 N P ,kd_nuc_4
857.6759,782353.4,0.36,857.675,0.89,8,C52 H91 O8 N ,kd_nuc_4
858.5227,8874346,4.09,858.5229,-0.2,25,C59 H70 O5 ,kd_nuc_4
858.5508,319380.8,0.15,858.5502,0.64,6.5,C45 H81 O12 N P ,kd_nuc_4
858.5866,699546.1,0.32,858.5866,0,5.5,C46 H85 O11 N P ,kd_nuc_4
858.623,178667.8,0.08,858.623,0.03,4.5,C47 H89 O10 N P ,kd_nuc_4
858.6789,524236.1,0.24,858.6802,-1.24,3,C49 H94 O11 ,kd_nuc_4
859.0592,203181.5,0.09,859.146,-86.87,35,C48 H30 O13 N P ,kd_nuc_4
859.5347,9331762,4.3,859.5342,0.51,6.5,C45 H80 O13 P ,kd_nuc_4
859.5904,344761.1,0.16,859.5909,-0.44,23,C60 H77 O3 N ,kd_nuc_4
859.6916,653181.3,0.3,859.6907,0.91,7,C52 H93 O8 N ,kd_nuc_4
860.538,4328937,1.99,860.5385,-0.49,24,C59 H72 O5 ,kd_nuc_4
860.5663,311658.5,0.14,860.5658,0.42,5.5,C45 H83 O12 N P ,kd_nuc_4
860.6026,1563809.8,0.72,860.6022,0.42,4.5,C46 H87 O11 N P ,kd_nuc_4
860.6392,271979.9,0.13,860.6386,0.61,3.5,C47 H91 O10 N P ,kd_nuc_4
860.6945,340713.2,0.16,860.6958,-1.34,2,C49 H96 O11 ,kd_nuc_4
861.055,235811.5,0.11,861.1379,-82.83,34.5,C48 H30 O14 P ,kd_nuc_4
861.0742,462125.3,0.21,861.1379,-63.68,34.5,C48 H30 O14 P ,kd_nuc_4
861.5505,11739496,5.4,861.5499,0.66,5.5,C45 H82 O13 P ,kd_nuc_4
861.5678,205456.3,0.09,861.5678,0.04,14,C52 H80 O7 N P ,kd_nuc_4
861.6061,662435.7,0.3,861.6065,-0.48,22,C60 H79 O3 N ,kd_nuc_4
862.5538,5192970,2.39,862.5542,-0.37,23,C59 H74 O5 ,kd_nuc_4
862.6183,1471468.4,0.68,862.6179,0.44,3.5,C46 H89 O11 N P ,kd_nuc_4
863.566,5423859,2.5,863.5655,0.47,4.5,C45 H84 O13 P ,kd_nuc_4
863.6217,661149.9,0.3,863.6222,-0.51,21,C60 H81 O3 N ,kd_nuc_4
864.5694,2336071.3,1.08,864.5698,-0.44,22,C59 H76 O5 ,kd_nuc_4
865.029,183513.6,0.08,864.9243,104.67,-1,C58 H120 O3 ,kd_nuc_4
865.0488,222071.5,0.1,865.148,-99.28,37.5,C51 H30 O12 P ,kd_nuc_4
865.5738,599794.3,0.28,865.5753,-1.49,12.5,C52 H82 O8 P ,kd_nuc_4
865.5793,566783.7,0.26,865.578,1.31,17,C55 H80 O5 N P ,kd_nuc_4
866.5923,973465.1,0.45,866.5917,0.65,7.5,C48 H85 O10 N P ,kd_nuc_4
867.519,290691.9,0.13,867.5182,0.81,13.5,C50 H76 O10 P ,kd_nuc_4
867.54,682877.3,0.31,867.5393,0.75,8.5,C47 H80 O12 P ,kd_nuc_4
867.5958,424919.2,0.2,867.5968,-1.05,2.5,C45 H88 O13 P ,kd_nuc_4
868.5435,266377,0.12,868.5436,-0.1,26,C61 H72 O4 ,kd_nuc_4
868.5711,266061.8,0.12,868.5709,0.18,7.5,C47 H83 O11 N P ,kd_nuc_4
868.6078,772494.9,0.36,868.6073,0.51,6.5,C48 H87 O10 N P ,kd_nuc_4
869.5195,423463.6,0.19,869.5186,0.94,8.5,C46 H78 O13 P ,kd_nuc_4
869.5558,5820561.5,2.68,869.5549,0.82,7.5,C47 H82 O12 P ,kd_nuc_4
869.5747,189811.9,0.09,869.5752,-0.52,25,C61 H75 O3 N ,kd_nuc_4
869.6115,375514.5,0.17,869.6125,-0.93,1.5,C45 H90 O13 P ,kd_nuc_4
870.5591,2686008.8,1.24,870.5593,-0.15,25,C61 H74 O4 ,kd_nuc_4
870.5872,1316473.4,0.61,870.5866,0.58,6.5,C47 H85 O11 N P ,kd_nuc_4
870.6236,354842.6,0.16,870.623,0.65,5.5,C48 H89 O10 N P ,kd_nuc_4
871.5349,2701658.3,1.24,871.5342,0.68,7.5,C46 H80 O13 P ,kd_nuc_4
871.5713,4866406.5,2.24,871.5706,0.69,6.5,C47 H84 O12 P ,kd_nuc_4
871.5903,681382.7,0.31,871.5909,-0.59,24,C61 H77 O3 N ,kd_nuc_4
872.4513,314952.1,0.14,872.4508,0.46,18.5,C50 H67 O10 N P ,kd_nuc_4
872.5383,1334180.3,0.61,872.5385,-0.22,25,C60 H72 O5 ,kd_nuc_4
872.5747,2415159.8,1.11,872.5749,-0.22,24,C61 H76 O4 ,kd_nuc_4
872.6023,682931.3,0.31,872.6022,0.09,5.5,C47 H87 O11 N P ,kd_nuc_4
873.5506,2507201.3,1.15,873.5499,0.7,6.5,C46 H82 O13 P ,kd_nuc_4
873.5866,1667043.8,0.77,873.5862,0.34,5.5,C47 H86 O12 P ,kd_nuc_4
873.6061,239531.2,0.11,873.6065,-0.41,23,C61 H79 O3 N ,kd_nuc_4
874.185,249137.1,0.11,874.1848,0.24,38.5,C53 H33 O10 N P ,kd_nuc_4
874.5538,1266656.6,0.58,874.5542,-0.42,24,C60 H74 O5 ,kd_nuc_4
874.5901,794251.1,0.37,874.5897,0.39,5.5,C46 H84 O14 N ,kd_nuc_4
874.6186,919728.5,0.42,874.6179,0.7,4.5,C47 H89 O11 N P ,kd_nuc_4
874.655,247150.9,0.11,874.6543,0.75,3.5,C48 H93 O10 N P ,kd_nuc_4
875.5578,277789.3,0.13,875.5596,-1.82,14.5,C53 H80 O8 P ,kd_nuc_4
875.5945,201273.4,0.09,875.596,-1.54,13.5,C54 H84 O7 P ,kd_nuc_4
875.6216,480267,0.22,875.6222,-0.63,22,C61 H81 O3 N ,kd_nuc_4
876.6339,678519.6,0.31,876.6335,0.34,3.5,C47 H91 O11 N P ,kd_nuc_4
877.6377,448920.7,0.21,877.6378,-0.15,21,C61 H83 O3 N ,kd_nuc_4
878.5222,291153.1,0.13,878.5213,0.95,19.5,C54 H72 O9 N ,kd_nuc_4
878.5924,481948.4,0.22,878.5917,0.78,8.5,C49 H85 O10 N P ,kd_nuc_4
879.0445,197947.1,0.09,878.9399,104.59,-1,C59 H122 O3 ,kd_nuc_4
879.0649,454673.6,0.21,879.1511,-86.2,38,C51 H30 O12 N P ,kd_nuc_4
879.5954,166532.8,0.08,879.5968,-1.4,3.5,C46 H88 O13 P ,kd_nuc_4
