mz,intensity,rel.intensity,theo.mass,delta,rdb,comp,sample
715.0387,332922.7,0.15,715.146,-107.33,23,C36 H30 O13 N P ,kd_nuc_4
715.0589,364393,0.17,715.146,-87.11,23,C36 H30 O13 N P ,kd_nuc_4
715.5121,1016171.8,0.47,715.5131,-0.99,-0.5,C36 H76 O11 P ,kd_nuc_4
716.5243,6876105.5,3.17,716.5236,0.73,3.5,C39 H75 O8 N P ,kd_nuc_4
717.0545,293649.2,0.14,717.1379,-83.35,22.5,C36 H30 O14 P ,kd_nuc_4
717.4721,607088.7,0.28,717.4712,0.85,4.5,C38 H70 O10 P ,kd_nuc_4
717.5277,2795577.8,1.29,717.5255,2.13,12,C46 H72 O3 N P ,kd_nuc_4
718.5314,424441.1,0.2,718.5307,0.74,7,C43 H75 O6 P ,kd_nuc_4
718.5395,772062.2,0.36,718.5392,0.3,2.5,C39 H77 O8 N P ,kd_nuc_4
719.4877,863865.3,0.4,719.4869,0.83,3.5,C38 H72 O10 P ,kd_nuc_4
719.5428,373740.4,0.17,719.5412,1.62,11,C46 H74 O3 N P ,kd_nuc_4
720.4981,4614183,2.12,720.4974,0.69,7.5,C41 H71 O7 N P ,kd_nuc_4
721.5014,2005415.1,0.92,721.5025,-1.09,2.5,C38 H74 O10 P ,kd_nuc_4
722.4989,3203668.5,1.47,722.4978,1.09,2.5,C37 H73 O10 N P ,kd_nuc_4
722.5137,36355056,16.74,722.513,0.67,6.5,C41 H73 O7 N P ,kd_nuc_4
723.4805,163214.8,0.08,723.4818,-1.24,2.5,C37 H72 O11 P ,kd_nuc_4
723.4933,1062253.8,0.49,723.4927,0.65,7,C40 H69 O10 N ,kd_nuc_4
723.502,1009706.9,0.46,723.4997,2.33,11,C44 H70 O5 N P ,kd_nuc_4
723.5171,15691519,7.22,723.5182,-1.02,1.5,C38 H76 O10 P ,kd_nuc_4
723.9807,197497.8,0.09,,,,,kd_nuc_4
724.4876,199485,0.09,724.4864,1.18,15.5,C47 H67 O3 N P ,kd_nuc_4
724.497,390662,0.18,724.4978,-0.82,2,C37 H72 O13 ,kd_nuc_4
724.5292,9213791,4.24,724.5287,0.59,5.5,C41 H75 O7 N P ,kd_nuc_4
725.0435,292749.7,0.13,725.143,-99.47,24.5,C38 H30 O13 P ,kd_nuc_4
725.4952,402611.9,0.19,725.4942,0.94,15,C47 H68 O3 N P ,kd_nuc_4
725.5135,172018.9,0.08,725.5127,0.8,5.5,C41 H74 O8 P ,kd_nuc_4
725.5327,3712025.8,1.71,725.5338,-1.14,0.5,C38 H78 O10 P ,kd_nuc_4
725.9972,232374.5,0.11,,,,,kd_nuc_4
726.5078,179297.6,0.08,726.5079,-0.11,5.5,C40 H73 O8 N P ,kd_nuc_4
726.5449,4266895.5,1.96,726.5443,0.62,4.5,C41 H77 O7 N P ,kd_nuc_4
726.5824,183935.5,0.08,726.5831,-0.65,12.5,C49 H76 O3 N ,kd_nuc_4
726.5889,184148.1,0.08,726.5889,-0.07,3.5,C42 H80 O8 N ,kd_nuc_4
727.0584,224889.8,0.1,727.146,-87.59,24,C37 H30 O13 N P ,kd_nuc_4
727.5482,1706884.6,0.79,727.5495,-1.21,-0.5,C38 H80 O10 P ,kd_nuc_4
728.5243,813165.4,0.37,728.5236,0.68,4.5,C40 H75 O8 N P ,kd_nuc_4
728.5606,2191237,1.01,728.56,0.64,3.5,C41 H79 O7 N P ,kd_nuc_4
729.0546,205645.1,0.09,729.1379,-83.23,23.5,C37 H30 O14 P ,kd_nuc_4
729.5277,237883.2,0.11,729.5287,-0.99,-0.5,C37 H78 O11 P ,kd_nuc_4
729.564,982365.7,0.45,729.5608,3.2,-1,C37 H79 O12 N ,kd_nuc_4
730.5398,1071286.6,0.49,730.5392,0.6,3.5,C40 H77 O8 N P ,kd_nuc_4
730.5763,527799.5,0.24,730.5756,0.67,2.5,C41 H81 O7 N P ,kd_nuc_4
731.0334,289328.8,0.13,731.1409,-107.52,23,C36 H30 O14 N P ,kd_nuc_4
731.0701,238453.5,0.11,731.1409,-70.8,23,C36 H30 O14 N P ,kd_nuc_4
731.5432,334068.9,0.15,731.5412,2.04,12,C47 H74 O3 N P ,kd_nuc_4
732.556,157318.7,0.07,732.5549,1.08,2.5,C40 H79 O8 N P ,kd_nuc_4
733.0292,201396.3,0.09,733.148,-118.81,26.5,C40 H30 O12 P ,kd_nuc_4
733.0491,219380.1,0.1,733.148,-98.97,26.5,C40 H30 O12 P ,kd_nuc_4
734.5139,1238190.3,0.57,734.513,0.89,7.5,C42 H73 O7 N P ,kd_nuc_4
734.5351,495260.1,0.23,734.5341,0.92,2.5,C39 H77 O9 N P ,kd_nuc_4
735.0453,289547,0.13,735.1511,-105.77,26,C39 H30 O12 N P ,kd_nuc_4
735.5169,480703.1,0.22,735.5182,-1.22,2.5,C39 H76 O10 P ,kd_nuc_4
736.4931,1528564,0.7,736.4923,0.82,7.5,C41 H71 O8 N P ,kd_nuc_4
736.5294,2376771,1.09,736.5287,0.72,6.5,C42 H75 O7 N P ,kd_nuc_4
736.6468,734606.8,0.34,736.6461,0.72,3.5,C45 H86 O6 N ,kd_nuc_4
737.4964,642041,0.3,737.4974,-1.05,2.5,C38 H74 O11 P ,kd_nuc_4
737.5321,844266.9,0.39,737.5338,-1.76,1.5,C39 H78 O10 P ,kd_nuc_4
737.5389,632833.2,0.29,737.5389,0.01,15,C49 H71 O4 N ,kd_nuc_4
737.6503,334145.3,0.15,737.6539,-3.57,3,C45 H87 O6 N ,kd_nuc_4
738.5087,4747719.5,2.19,738.5079,0.76,6.5,C41 H73 O8 N P ,kd_nuc_4
738.5458,932493,0.43,738.5467,-0.9,14.5,C49 H72 O4 N ,kd_nuc_4
738.6623,441883.1,0.2,738.6617,0.6,2.5,C45 H88 O6 N ,kd_nuc_4
739.512,1939080,0.89,739.5131,-1.05,1.5,C38 H76 O11 P ,kd_nuc_4
739.5349,192018.9,0.09,739.5366,-1.71,5.5,C42 H75 O10 ,kd_nuc_4
739.5484,335718.8,0.15,739.5495,-1.06,0.5,C39 H80 O10 P ,kd_nuc_4
739.6659,186364.4,0.09,739.6695,-3.63,2,C45 H89 O6 N ,kd_nuc_4
740.5243,2028829.6,0.93,740.5236,0.75,5.5,C41 H75 O8 N P ,kd_nuc_4
741.0746,155023.2,0.07,741.1379,-63.22,24.5,C38 H30 O14 P ,kd_nuc_4
741.5276,859644.8,0.4,741.5287,-1.13,0.5,C38 H78 O11 P ,kd_nuc_4
742.5401,6137384,2.83,742.5392,0.83,4.5,C41 H77 O8 N P ,kd_nuc_4
743.0339,162186.8,0.07,743.1409,-107.09,24,C37 H30 O14 N P ,kd_nuc_4
743.4878,923267.9,0.43,743.4869,0.97,5.5,C40 H72 O10 P ,kd_nuc_4
743.5434,2559489,1.18,743.5444,-0.99,-0.5,C38 H80 O11 P ,kd_nuc_4
744.4916,332586,0.15,744.4903,1.24,5.5,C39 H70 O12 N ,kd_nuc_4
744.5194,505285.5,0.23,744.5185,0.89,4.5,C40 H75 O9 N P ,kd_nuc_4
744.5557,7062152,3.25,744.5549,0.78,3.5,C41 H79 O8 N P ,kd_nuc_4
745.0492,272676.1,0.13,745.148,-98.79,27.5,C41 H30 O12 P ,kd_nuc_4
745.5033,5069230,2.33,745.5025,0.78,4.5,C40 H74 O10 P ,kd_nuc_4
745.5229,157651.1,0.07,745.5236,-0.7,-0.5,C37 H78 O12 P ,kd_nuc_4
745.5589,3148924.8,1.45,745.5568,2.05,12,C48 H76 O3 N P ,kd_nuc_4
745.7814,158643.6,0.07,745.7443,37.06,2.5,C50 H97 O3 ,kd_nuc_4
746.5137,10442945,4.81,746.513,0.68,8.5,C43 H73 O7 N P ,kd_nuc_4
746.5349,245546.3,0.11,746.5341,0.8,3.5,C40 H77 O9 N P ,kd_nuc_4
746.5622,642034.7,0.3,746.562,0.27,7,C45 H79 O6 P ,kd_nuc_4
747.045,237112.3,0.11,747.1511,-106.08,27,C40 H30 O12 N P ,kd_nuc_4
747.0646,208201.3,0.1,747.1511,-86.48,27,C40 H30 O12 N P ,kd_nuc_4
747.5185,23482638,10.81,747.5182,0.38,3.5,C40 H76 O10 P ,kd_nuc_4
747.5664,4362122.5,2.01,747.5655,0.94,7,C44 H77 O8 N ,kd_nuc_4
748.4931,207297.1,0.1,748.4923,0.82,8.5,C42 H71 O8 N P ,kd_nuc_4
748.5292,39235092,18.06,748.5287,0.49,7.5,C43 H75 O7 N P ,kd_nuc_4
748.5689,1806894.5,0.83,748.5674,1.51,15.5,C51 H74 O3 N ,kd_nuc_4
749.0605,345693.9,0.16,749.143,-82.42,26.5,C40 H30 O13 P ,kd_nuc_4
749.5327,18787086,8.65,749.5338,-1.07,2.5,C40 H78 O10 P ,kd_nuc_4
749.5653,640457.6,0.29,749.5659,-0.52,2,C40 H79 O11 N ,kd_nuc_4
749.5797,295853.1,0.14,749.5784,1.25,1.5,C41 H81 O11 ,kd_nuc_4
750.5088,2547660,1.17,750.5079,0.89,7.5,C42 H73 O8 N P ,kd_nuc_4
750.5448,34423864,15.85,750.5443,0.5,6.5,C43 H77 O7 N P ,kd_nuc_4
751.5119,1061659.4,0.49,751.5131,-1.16,2.5,C39 H76 O11 P ,kd_nuc_4
751.5251,263778.3,0.12,751.524,1.06,7,C42 H73 O10 N ,kd_nuc_4
751.5307,265793.8,0.12,751.5307,-0.03,15.5,C50 H71 O5 ,kd_nuc_4
751.5483,15605160,7.18,751.5495,-1.11,1.5,C40 H80 O10 P ,kd_nuc_4
752.5089,1369194.5,0.63,752.5083,0.58,2.5,C38 H75 O11 N P ,kd_nuc_4
752.5241,2328242.8,1.07,752.5236,0.53,6.5,C42 H75 O8 N P ,kd_nuc_4
752.5604,9510240,4.38,752.56,0.46,5.5,C43 H79 O7 N P ,kd_nuc_4
753.0364,204724.7,0.09,753.1379,-101.46,25.5,C39 H30 O14 P ,kd_nuc_4
753.5123,604267.4,0.28,753.5126,-0.34,20,C52 H67 O3 N ,kd_nuc_4
753.5275,1133117.5,0.52,753.5287,-1.21,1.5,C39 H78 O11 P ,kd_nuc_4
753.5639,3950249.3,1.82,753.5651,-1.22,0.5,C40 H82 O10 P ,kd_nuc_4
754.4885,157289.1,0.07,754.4876,0.86,2.5,C37 H73 O12 N P ,kd_nuc_4
754.54,1139346.6,0.52,754.5392,0.74,5.5,C42 H77 O8 N P ,kd_nuc_4
754.5759,1553261.6,0.72,754.5756,0.27,4.5,C43 H81 O7 N P ,kd_nuc_4
755.5432,462955.1,0.21,755.5444,-1.2,0.5,C39 H80 O11 P ,kd_nuc_4
755.5795,696537.5,0.32,755.5808,-1.26,-0.5,C40 H84 O10 P ,kd_nuc_4
756.5553,698225.3,0.32,756.5549,0.44,4.5,C42 H79 O8 N P ,kd_nuc_4
756.5917,598276.4,0.28,756.5913,0.42,3.5,C43 H83 O7 N P ,kd_nuc_4
757.0695,156329.4,0.07,757.148,-78.56,28.5,C42 H30 O12 P ,kd_nuc_4
757.559,239325.7,0.11,757.56,-1,-0.5,C39 H82 O11 P ,kd_nuc_4
757.5952,212953.9,0.1,757.5921,3.16,-1,C39 H83 O12 N ,kd_nuc_4
758.4984,404212.2,0.19,758.4978,0.61,5.5,C40 H73 O10 N P ,kd_nuc_4
758.5711,534071.8,0.25,758.5705,0.61,3.5,C42 H81 O8 N P ,kd_nuc_4
758.6073,242246.8,0.11,758.6069,0.39,2.5,C43 H85 O7 N P ,kd_nuc_4
759.5187,433906.3,0.2,759.5182,0.5,4.5,C41 H76 O10 P ,kd_nuc_4
759.5742,276080.9,0.13,759.5725,1.76,12,C49 H78 O3 N P ,kd_nuc_4
760.4932,378911.3,0.17,760.4923,0.91,9.5,C43 H71 O8 N P ,kd_nuc_4
760.5141,7655022,3.52,760.5134,0.66,4.5,C40 H75 O10 N P ,kd_nuc_4
760.529,977895.6,0.45,760.5287,0.31,8.5,C44 H75 O7 N P ,kd_nuc_4
760.5506,542153.1,0.25,760.5498,0.78,3.5,C41 H79 O9 N P ,kd_nuc_4
761.0609,163989,0.08,761.143,-82.01,27.5,C41 H30 O13 P ,kd_nuc_4
761.0806,338134.5,0.16,761.143,-62.34,27.5,C41 H30 O13 P ,kd_nuc_4
761.5173,3258518.8,1.5,761.5186,-1.24,-0.5,C37 H78 O13 P ,kd_nuc_4
761.5337,669260.3,0.31,761.5338,-0.07,3.5,C41 H78 O10 P ,kd_nuc_4
761.5819,378207.3,0.17,761.5811,0.77,7,C45 H79 O8 N ,kd_nuc_4
762.5087,3707586,1.71,762.5079,0.72,8.5,C43 H73 O8 N P ,kd_nuc_4
762.5214,516746.2,0.24,762.5205,0.86,8,C44 H75 O8 P ,kd_nuc_4
762.5288,412465.2,0.19,762.5287,0.04,8,C44 H74 O10 ,kd_nuc_4
762.5447,937735.1,0.43,762.5443,0.37,7.5,C44 H77 O7 N P ,kd_nuc_4
762.5662,680324.2,0.31,762.5654,0.77,2.5,C41 H81 O9 N P ,kd_nuc_4
763.0399,284289.8,0.13,763.146,-106.13,27,C40 H30 O13 N P ,kd_nuc_4
763.5119,1626766.8,0.75,763.5131,-1.16,3.5,C40 H76 O11 P ,kd_nuc_4
763.5481,358293.1,0.16,763.5495,-1.36,2.5,C41 H80 O10 P ,kd_nuc_4
763.5616,502949.3,0.23,763.5604,1.22,7,C44 H77 O9 N ,kd_nuc_4
764.5243,9336401,4.3,764.5236,0.74,7.5,C43 H75 O8 N P ,kd_nuc_4
764.5453,278010.8,0.13,764.5447,0.61,2.5,C40 H79 O10 N P ,kd_nuc_4
764.5604,574591.5,0.26,764.56,0.41,6.5,C44 H79 O7 N P ,kd_nuc_4
765.0363,207797.3,0.1,765.1379,-101.57,26.5,C40 H30 O14 P ,kd_nuc_4
765.0557,165940.3,0.08,765.1379,-82.17,26.5,C40 H30 O14 P ,kd_nuc_4
765.5276,4433789.5,2.04,765.5287,-1.1,2.5,C40 H78 O11 P ,kd_nuc_4
765.564,215624.5,0.1,765.5651,-1.1,1.5,C41 H82 O10 P ,kd_nuc_4
766.5031,403239.3,0.19,766.5028,0.25,7.5,C42 H73 O9 N P ,kd_nuc_4
766.5246,1207849.9,0.56,766.524,0.61,2.5,C39 H77 O11 N P ,kd_nuc_4
766.5398,31734586,14.61,766.5392,0.58,6.5,C43 H77 O8 N P ,kd_nuc_4
766.577,353807.8,0.16,766.578,-1.03,14.5,C51 H76 O4 N ,kd_nuc_4
767.0516,290449.7,0.13,767.1409,-89.36,26,C39 H30 O14 N P ,kd_nuc_4
767.4877,525712.1,0.24,767.4869,0.88,7.5,C42 H72 O10 P ,kd_nuc_4
767.5245,490835.9,0.23,767.5256,-1.13,15.5,C50 H71 O6 ,kd_nuc_4
767.5433,14679308,6.76,767.5444,-1.11,1.5,C40 H80 O11 P ,kd_nuc_4
768.5191,294484.4,0.14,768.5185,0.57,6.5,C42 H75 O9 N P ,kd_nuc_4
768.5324,577776.9,0.27,768.5334,-1.09,15,C50 H72 O6 ,kd_nuc_4
768.5553,7517591,3.46,768.5549,0.39,5.5,C43 H79 O8 N P ,kd_nuc_4
769.5033,1389342.5,0.64,769.5025,0.76,6.5,C42 H74 O10 P ,kd_nuc_4
769.5587,3419922.5,1.57,769.56,-1.28,0.5,C40 H82 O11 P ,kd_nuc_4
770.5067,563324.9,0.26,770.506,0.68,6.5,C41 H72 O12 N ,kd_nuc_4
770.5349,776308.1,0.36,770.5341,0.72,5.5,C42 H77 O9 N P ,kd_nuc_4
770.5628,705586.9,0.32,770.5635,-0.67,0.5,C39 H80 O13 N ,kd_nuc_4
770.571,1285995.4,0.59,770.5705,0.44,4.5,C43 H81 O8 N P ,kd_nuc_4
771.5188,3430822.8,1.58,771.5182,0.68,5.5,C42 H76 O10 P ,kd_nuc_4
771.5381,290487.3,0.13,771.5393,-1.22,0.5,C39 H80 O12 P ,kd_nuc_4
771.5744,614394.9,0.28,771.5757,-1.24,-0.5,C40 H84 O11 P ,kd_nuc_4
771.6392,170521,0.08,771.6382,1.01,7,C48 H85 O6 N ,kd_nuc_4
772.5292,4799683,2.21,772.5287,0.52,9.5,C45 H75 O7 N P ,kd_nuc_4
772.5504,1057449.3,0.49,772.5498,0.59,4.5,C42 H79 O9 N P ,kd_nuc_4
772.5868,1032793,0.48,772.5862,0.63,3.5,C43 H83 O8 N P ,kd_nuc_4
773.5342,12131223,5.58,773.5338,0.42,4.5,C42 H78 O10 P ,kd_nuc_4
773.5522,441653.2,0.2,773.5517,0.5,13,C49 H76 O4 N P ,kd_nuc_4
773.5899,367965.7,0.17,773.5881,1.78,12,C50 H80 O3 N P ,kd_nuc_4
774.4603,286433.9,0.13,774.4587,1.65,15.5,C46 H64 O9 N ,kd_nuc_4
774.5085,822913.6,0.38,774.5079,0.53,9.5,C44 H73 O8 N P ,kd_nuc_4
774.5439,6846865.5,3.15,774.544,-0.08,13,C49 H74 O7 ,kd_nuc_4
774.5662,494688.8,0.23,774.5654,0.76,3.5,C42 H81 O9 N P ,kd_nuc_4
775.0399,221328.4,0.1,775.146,-106.13,28,C41 H30 O13 N P ,kd_nuc_4
775.0602,258094.7,0.12,775.146,-85.78,28,C41 H30 O13 N P ,kd_nuc_4
775.5491,5377007.5,2.48,775.5495,-0.35,3.5,C42 H80 O10 P ,kd_nuc_4
775.5977,860844.3,0.4,775.5968,0.98,7,C46 H81 O8 N ,kd_nuc_4
776.5242,3013385.3,1.39,776.5236,0.58,8.5,C44 H75 O8 N P ,kd_nuc_4
776.5456,6987055,3.22,776.5447,0.88,3.5,C41 H79 O10 N P ,kd_nuc_4
776.5603,5841449.5,2.69,776.56,0.32,7.5,C45 H79 O7 N P ,kd_nuc_4
776.582,340307,0.16,776.5811,0.92,2.5,C42 H83 O9 N P ,kd_nuc_4
776.5998,310135.8,0.14,776.5987,1.07,15.5,C53 H78 O3 N ,kd_nuc_4
777.0559,165973,0.08,777.1379,-81.97,27.5,C41 H30 O14 P ,kd_nuc_4
777.5276,1455722.4,0.67,777.5287,-1.09,3.5,C41 H78 O11 P ,kd_nuc_4
777.5472,3033409.3,1.4,777.5467,0.53,12,C48 H76 O5 N P ,kd_nuc_4
777.5638,2804954.5,1.29,777.5651,-1.35,2.5,C42 H82 O10 P ,kd_nuc_4
777.5768,2638216.8,1.21,777.576,0.77,7,C45 H79 O9 N ,kd_nuc_4
778.5393,3601938.3,1.66,778.5392,0.04,7.5,C44 H77 O8 N P ,kd_nuc_4
778.5484,713224.3,0.33,778.5475,0.95,7.5,C44 H76 O10 N ,kd_nuc_4
778.5608,3287078,1.51,778.5604,0.42,2.5,C41 H81 O10 N P ,kd_nuc_4
778.5757,4016770,1.85,778.5756,0.1,6.5,C45 H81 O7 N P ,kd_nuc_4
779.0508,232556.8,0.11,779.1409,-90.12,27,C40 H30 O14 N P ,kd_nuc_4
779.0708,507529.4,0.23,779.1409,-70.09,27,C40 H30 O14 N P ,kd_nuc_4
779.5429,1707708,0.79,779.5444,-1.43,2.5,C41 H80 O11 P ,kd_nuc_4
779.5572,1859188.4,0.86,779.5553,1.85,7,C44 H77 O10 N ,kd_nuc_4
779.5792,1822624.8,0.84,779.5808,-1.6,1.5,C42 H84 O10 P ,kd_nuc_4
780.5194,166053,0.08,780.5185,0.86,7.5,C43 H75 O9 N P ,kd_nuc_4
780.5404,398677.2,0.18,780.5396,0.76,2.5,C40 H79 O11 N P ,kd_nuc_4
780.5548,2275217,1.05,780.5549,-0.09,6.5,C44 H79 O8 N P ,kd_nuc_4
780.5917,2055666.1,0.95,780.5913,0.47,5.5,C45 H83 O7 N P ,kd_nuc_4
781.0306,234781.4,0.11,781.148,-117.41,30.5,C44 H30 O12 P ,kd_nuc_4
781.5585,997292.8,0.46,781.56,-1.49,1.5,C41 H82 O11 P ,kd_nuc_4
781.595,1034080.2,0.48,781.5964,-1.41,0.5,C42 H86 O10 P ,kd_nuc_4
782.5351,403681.7,0.19,782.5341,0.95,6.5,C43 H77 O9 N P ,kd_nuc_4
782.5709,789244,0.36,782.5705,0.38,5.5,C44 H81 O8 N P ,kd_nuc_4
782.6074,762010.9,0.35,782.6069,0.46,4.5,C45 H85 O7 N P ,kd_nuc_4
782.652,544713.6,0.25,782.6515,0.44,3.5,C46 H88 O8 N ,kd_nuc_4
783.0265,204766.9,0.09,783.1511,-124.56,30,C43 H30 O12 N P ,kd_nuc_4
783.5381,201677.7,0.09,783.5393,-1.2,1.5,C40 H80 O12 P ,kd_nuc_4
783.5743,344194.1,0.16,783.5757,-1.38,0.5,C41 H84 O11 P ,kd_nuc_4
783.6112,290083.3,0.13,783.6121,-0.89,-0.5,C42 H88 O10 P ,kd_nuc_4
784.5141,808229.1,0.37,784.5134,0.7,6.5,C42 H75 O10 N P ,kd_nuc_4
784.5503,183057.6,0.08,784.5498,0.48,5.5,C43 H79 O9 N P ,kd_nuc_4
784.6232,378616.3,0.17,784.6226,0.61,3.5,C45 H87 O7 N P ,kd_nuc_4
785.0417,377823.4,0.17,785.143,-101.25,29.5,C43 H30 O13 P ,kd_nuc_4
785.5175,282368.6,0.13,785.5186,-1.03,1.5,C39 H78 O13 P ,kd_nuc_4
786.5297,6321042,2.91,786.5291,0.6,5.5,C42 H77 O10 N P ,kd_nuc_4
786.566,389684.1,0.18,786.5654,0.55,4.5,C43 H81 O9 N P ,kd_nuc_4
787.533,2740502.3,1.26,787.5342,-1.18,0.5,C39 H80 O13 P ,kd_nuc_4
788.5244,1829670,0.84,788.5236,0.85,9.5,C45 H75 O8 N P ,kd_nuc_4
788.5452,19531730,8.99,788.5447,0.51,4.5,C42 H79 O10 N P ,kd_nuc_4
788.5824,490810.6,0.23,788.5835,-1.06,12.5,C50 H78 O6 N ,kd_nuc_4
789.0555,229180,0.11,789.1379,-82.37,28.5,C42 H30 O14 P ,kd_nuc_4
789.5277,801636.9,0.37,789.5287,-1.05,4.5,C42 H78 O11 P ,kd_nuc_4
789.5486,8381393.5,3.86,789.5499,-1.21,-0.5,C39 H82 O13 P ,kd_nuc_4
789.5776,382066.4,0.18,789.576,1.56,8,C46 H79 O9 N ,kd_nuc_4
790.5026,226804.3,0.1,790.5025,0.03,14,C48 H70 O9 ,kd_nuc_4
790.5399,6523239,3,790.5392,0.66,8.5,C45 H77 O8 N P ,kd_nuc_4
790.5519,1768069.9,0.81,790.5518,0.05,8,C46 H79 O8 P ,kd_nuc_4
790.5973,610183.8,0.28,790.5967,0.56,2.5,C43 H85 O9 N P ,kd_nuc_4
790.7301,418093.9,0.19,790.7294,0.68,3.5,C50 H96 O5 N ,kd_nuc_4
791.4879,492022.8,0.23,791.4869,1.05,9.5,C44 H72 O10 P ,kd_nuc_4
791.5432,3110124.3,1.43,791.5444,-1.13,3.5,C42 H80 O11 P ,kd_nuc_4
791.5549,400875.9,0.18,791.5553,-0.39,8,C45 H77 O10 N ,kd_nuc_4
791.563,447064.4,0.21,791.5623,0.72,12,C49 H78 O5 N P ,kd_nuc_4
791.5925,2025247,0.93,791.5917,0.85,7,C46 H81 O9 N ,kd_nuc_4
792.4909,162796.3,0.07,792.4903,0.54,9.5,C43 H70 O12 N ,kd_nuc_4
792.5193,1090784.6,0.5,792.5185,0.83,8.5,C44 H75 O9 N P ,kd_nuc_4
792.533,640169.2,0.29,792.5334,-0.43,17,C52 H72 O6 ,kd_nuc_4
792.5554,6896560,3.17,792.5549,0.51,7.5,C45 H79 O8 N P ,kd_nuc_4
792.5767,700962.4,0.32,792.576,0.65,2.5,C42 H83 O10 N P ,kd_nuc_4
792.5962,833965.9,0.38,792.5968,-0.62,2,C43 H84 O12 ,kd_nuc_4
792.7458,858106.9,0.4,792.745,0.76,2.5,C50 H98 O5 N ,kd_nuc_4
793.0503,215410.8,0.1,793.148,-97.76,31.5,C45 H30 O12 P ,kd_nuc_4
793.0664,242395,0.11,793.148,-81.67,31.5,C45 H30 O12 P ,kd_nuc_4
793.503,1405158.1,0.65,793.5025,0.54,8.5,C44 H74 O10 P ,kd_nuc_4
793.5226,554661.4,0.26,793.5236,-1.02,3.5,C41 H78 O12 P ,kd_nuc_4
793.536,332299.8,0.15,793.5346,1.49,8,C44 H75 O11 N ,kd_nuc_4
793.5589,2958539,1.36,793.56,-1.16,2.5,C42 H82 O11 P ,kd_nuc_4
793.5805,202066.2,0.09,793.578,2.54,11,C49 H80 O5 N P ,kd_nuc_4
793.7491,529712.3,0.24,793.7529,-3.78,2,C50 H99 O5 N ,kd_nuc_4
794.5065,643687.3,0.3,794.506,0.5,8.5,C43 H72 O12 N ,kd_nuc_4
794.5348,5765345,2.65,794.5341,0.68,7.5,C44 H77 O9 N P ,kd_nuc_4
794.548,1503830.5,0.69,794.5491,-1.1,16,C52 H74 O6 ,kd_nuc_4
794.5709,5182181.5,2.39,794.5705,0.39,6.5,C45 H81 O8 N P ,kd_nuc_4
794.6227,868471.5,0.4,794.6222,0.54,9.5,C50 H85 O4 N P ,kd_nuc_4
795.0466,227027.7,0.1,795.1511,-104.48,31,C44 H30 O12 N P ,kd_nuc_4
795.5188,2426624,1.12,795.5182,0.59,7.5,C44 H76 O10 P ,kd_nuc_4
795.5382,2680392,1.23,795.5393,-1.07,2.5,C41 H80 O12 P ,kd_nuc_4
795.5514,628339.2,0.29,795.5502,1.19,7,C44 H77 O11 N ,kd_nuc_4
795.5743,2384355.3,1.1,795.5757,-1.34,1.5,C42 H84 O11 P ,kd_nuc_4
795.6254,449292,0.21,795.6273,-1.87,4.5,C47 H88 O7 P ,kd_nuc_4
796.5219,1026448.8,0.47,796.5216,0.3,7.5,C43 H74 O12 N ,kd_nuc_4
796.5503,2787168.5,1.28,796.5498,0.52,6.5,C44 H79 O9 N P ,kd_nuc_4
796.5865,1454500.5,0.67,796.5862,0.31,5.5,C45 H83 O8 N P ,kd_nuc_4
797.0419,198987.1,0.09,797.143,-101.02,30.5,C44 H30 O13 P ,kd_nuc_4
797.0617,558491.3,0.26,797.143,-81.23,30.5,C44 H30 O13 P ,kd_nuc_4
797.5345,2794835.5,1.29,797.5338,0.72,6.5,C44 H78 O10 P ,kd_nuc_4
797.554,1382882.6,0.64,797.5549,-0.94,1.5,C41 H82 O12 P ,kd_nuc_4
797.5899,716820.4,0.33,797.5913,-1.43,0.5,C42 H86 O11 P ,kd_nuc_4
797.6548,428141.8,0.2,797.6539,0.89,8,C50 H87 O6 N ,kd_nuc_4
798.5374,1207755,0.56,798.5373,0.14,6.5,C43 H76 O12 N ,kd_nuc_4
798.5659,2108690.5,0.97,798.5654,0.49,5.5,C44 H81 O9 N P ,kd_nuc_4
799.5278,343168,0.16,799.5283,-0.55,10.5,C47 H76 O8 P ,kd_nuc_4
799.5501,1497277.3,0.69,799.5495,0.62,5.5,C44 H80 O10 P ,kd_nuc_4
799.569,874075.5,0.4,799.5706,-1.56,0.5,C41 H84 O12 P ,kd_nuc_4
799.6704,185951.3,0.09,799.6695,0.91,7,C50 H89 O6 N ,kd_nuc_4
800.5257,290378.2,0.13,800.5259,-0.28,19.5,C53 H70 O5 N ,kd_nuc_4
800.5468,729743.1,0.34,800.5471,-0.28,14.5,C50 H74 O7 N ,kd_nuc_4
800.5819,431305.6,0.2,800.5811,0.81,4.5,C44 H83 O9 N P ,kd_nuc_4
801.548,327182.1,0.15,801.5467,1.31,14,C50 H76 O5 N P ,kd_nuc_4
801.5657,468638.2,0.22,801.5651,0.6,4.5,C44 H82 O10 P ,kd_nuc_4
801.5771,394660.4,0.18,801.576,1.07,9,C47 H79 O9 N ,kd_nuc_4
802.5396,586947.7,0.27,802.5392,0.35,9.5,C46 H77 O8 N P ,kd_nuc_4
802.5611,3774525.5,1.74,802.5604,0.7,4.5,C43 H81 O10 N P ,kd_nuc_4
802.5746,229030.9,0.11,802.5753,-0.72,13,C51 H78 O7 ,kd_nuc_4
